packet_id,timestamp,temperature,pressure,humidity,density,concentration,crc_ok
1750821917,2025-06-25 08:25:17,20,981,62,1,107,True
1750821947,2025-06-25 08:25:47,29,1010,48,5,78,True
1750821977,2025-06-25 08:26:17,23,981,70,4,116,True
1750822007,2025-06-25 08:26:47,24,983,60,5,124,True
1750822037,2025-06-25 08:27:17,29,1000,79,3,99,True
1750822067,2025-06-25 08:27:47,24,1007,63,4,89,True
1750822097,2025-06-25 08:28:17,24,986,72,2,101,True
1750822127,2025-06-25 08:28:47,25,1005,30,5,126,True
1750822157,2025-06-25 08:29:17,26,1012,67,5,83,True
1750822187,2025-06-25 08:29:47,20,985,57,4,107,True
1750822217,2025-06-25 08:30:17,27,1007,58,3,109,True
1750822247,2025-06-25 08:30:47,29,989,49,2,81,True
1750822277,2025-06-25 08:31:17,29,1005,38,4,55,True
1750822307,2025-06-25 08:31:47,24,1010,37,1,116,True
1750822337,2025-06-25 08:32:17,22,987,80,1,93,True
1750822367,2025-06-25 08:32:47,23,984,59,1,117,True
1750822397,2025-06-25 08:33:17,29,1000,70,1,138,True
1750822427,2025-06-25 08:33:47,21,981,30,1,131,True
1750822457,2025-06-25 08:34:17,26,993,55,3,77,True
1750822487,2025-06-25 08:34:47,23,1010,47,4,72,True
1750822517,2025-06-25 08:35:17,21,985,73,4,119,True
1750822547,2025-06-25 08:35:47,21,986,48,1,93,True
1750822577,2025-06-25 08:36:17,27,997,61,3,143,True
1750822607,2025-06-25 08:36:47,28,980,48,1,119,True
1750822637,2025-06-25 08:37:17,27,1018,45,4,87,True
1750822667,2025-06-25 08:37:47,25,1012,46,5,75,True
1750822697,2025-06-25 08:38:17,21,1000,67,4,68,True
1750822727,2025-06-25 08:38:47,30,984,71,5,104,True
1750822757,2025-06-25 08:39:17,29,1013,49,3,128,True
1750822787,2025-06-25 08:39:48,28,1016,63,5,65,True
1750822817,2025-06-25 08:40:18,25,1013,50,4,74,True
1750822847,2025-06-25 08:40:48,30,1002,73,3,54,True
1750822877,2025-06-25 08:41:18,22,1012,43,5,99,True
1750822907,2025-06-25 08:41:48,26,990,75,1,55,True
1750822937,2025-06-25 08:42:18,28,999,51,1,149,True
1750822967,2025-06-25 08:42:48,25,1012,78,2,129,True
1750822997,2025-06-25 08:43:18,29,1000,68,3,115,True
1750823027,2025-06-25 08:43:48,22,1019,54,2,92,True
1750823057,2025-06-25 08:44:18,27,996,57,3,59,True
1750823087,2025-06-25 08:44:48,24,989,63,1,98,True
1750823117,2025-06-25 08:45:18,25,1010,68,4,111,True
1750823147,2025-06-25 08:45:48,28,1001,48,4,141,True
1750823177,2025-06-25 08:46:18,22,1015,50,1,142,True
1750823207,2025-06-25 08:46:48,29,982,77,5,98,True
1750823237,2025-06-25 08:47:18,27,1014,34,5,142,True
1750823267,2025-06-25 08:47:48,22,981,49,5,62,True
1750823297,2025-06-25 08:48:18,27,980,58,2,86,True
1750823327,2025-06-25 08:48:48,26,998,30,4,79,True
1750823357,2025-06-25 08:49:18,24,1019,56,4,125,True
1750823387,2025-06-25 08:49:48,30,1001,57,3,148,True
1750823417,2025-06-25 08:50:18,29,1020,70,5,69,True
1750823447,2025-06-25 08:50:48,27,1005,56,3,56,True
1750823477,2025-06-25 08:51:18,29,1009,32,2,94,True
1750823507,2025-06-25 08:51:48,28,1015,42,4,98,True
1750823537,2025-06-25 08:52:18,23,995,49,5,121,True
1750823567,2025-06-25 08:52:48,20,1009,61,1,135,True
1750823597,2025-06-25 08:53:18,21,1001,76,5,112,True
1750823627,2025-06-25 08:53:48,29,996,46,2,112,True
1750823657,2025-06-25 08:54:18,28,1007,74,3,102,True
1750823687,2025-06-25 08:54:48,20,984,47,1,145,True
1750823717,2025-06-25 08:55:18,21,990,41,4,54,True
1750823747,2025-06-25 08:55:48,20,1011,60,5,148,True
1750823777,2025-06-25 08:56:18,25,994,78,3,96,True
1750823807,2025-06-25 08:56:48,22,999,76,4,109,True
1750823837,2025-06-25 08:57:18,27,993,77,3,71,True
1750823867,2025-06-25 08:57:48,27,990,42,1,89,True
1750823897,2025-06-25 08:58:18,23,985,49,5,118,True
1750823927,2025-06-25 08:58:48,30,1020,70,5,51,True
1750823957,2025-06-25 08:59:18,21,1018,34,2,68,True
1750823988,2025-06-25 08:59:48,28,985,69,2,110,True
1750824018,2025-06-25 09:00:18,26,997,77,1,142,True
1750824048,2025-06-25 09:00:48,21,1018,69,4,58,True
1750824078,2025-06-25 09:01:18,26,1009,75,3,112,True
1750824108,2025-06-25 09:01:48,29,1004,61,1,101,True
1750824138,2025-06-25 09:02:18,28,1016,38,2,63,True
1750824168,2025-06-25 09:02:48,28,993,69,4,83,True
1750824198,2025-06-25 09:03:18,30,984,41,5,105,True
1750824228,2025-06-25 09:03:48,23,980,30,1,73,True
1750824258,2025-06-25 09:04:18,20,983,36,4,135,True
1750824288,2025-06-25 09:04:48,24,984,79,2,77,True
1750824318,2025-06-25 09:05:18,23,989,61,4,117,True
1750824348,2025-06-25 09:05:48,28,984,52,5,134,True
1750824378,2025-06-25 09:06:18,30,984,64,2,75,True
1750824408,2025-06-25 09:06:48,27,1019,66,2,104,True
1750824438,2025-06-25 09:07:18,30,991,60,2,117,True
1750824468,2025-06-25 09:07:48,24,995,62,3,92,True
1750824498,2025-06-25 09:08:18,27,989,66,3,128,True
1750824528,2025-06-25 09:08:48,21,1020,49,4,62,True
1750824558,2025-06-25 09:09:18,29,981,54,3,71,True
1750824588,2025-06-25 09:09:48,23,1008,58,3,95,True
1750824618,2025-06-25 09:10:18,21,980,37,3,135,True
1750824648,2025-06-25 09:10:48,27,1011,74,4,55,True
1750824678,2025-06-25 09:11:18,30,992,65,5,133,True
1750824708,2025-06-25 09:11:48,27,983,66,2,108,True
1750824738,2025-06-25 09:12:18,20,993,67,5,69,True
1750824768,2025-06-25 09:12:48,28,1005,67,4,69,True
1750824798,2025-06-25 09:13:18,21,995,57,5,150,True
1750824828,2025-06-25 09:13:48,23,1011,64,4,129,True
1750824858,2025-06-25 09:14:18,24,1014,35,1,58,True
1750824888,2025-06-25 09:14:48,30,995,50,3,60,True
1750824918,2025-06-25 09:15:18,24,1010,39,4,58,True
1750824948,2025-06-25 09:15:48,30,997,67,5,122,True
1750824978,2025-06-25 09:16:18,29,986,45,2,144,True
1750825008,2025-06-25 09:16:48,25,1012,46,5,64,True
1750825038,2025-06-25 09:17:18,23,1001,64,3,78,True
1750825068,2025-06-25 09:17:48,20,995,77,2,75,True
1750825098,2025-06-25 09:18:18,26,980,59,1,134,True
1750825128,2025-06-25 09:18:48,20,996,77,2,74,True
1750825158,2025-06-25 09:19:18,24,1008,75,5,144,True
1750825188,2025-06-25 09:19:48,21,989,80,1,113,True
1750825218,2025-06-25 09:20:18,24,987,62,2,80,True
1750825248,2025-06-25 09:20:48,23,985,30,5,51,True
1750825278,2025-06-25 09:21:18,29,1016,30,1,133,True
1750825308,2025-06-25 09:21:48,25,982,33,3,83,True
1750825338,2025-06-25 09:22:18,24,1008,44,3,112,True
1750825368,2025-06-25 09:22:48,21,1013,72,4,114,True
1750825398,2025-06-25 09:23:18,20,1019,66,4,94,True
1750825428,2025-06-25 09:23:48,23,992,71,5,133,True
1750825458,2025-06-25 09:24:18,28,1006,68,2,123,True
1750825488,2025-06-25 09:24:48,29,985,79,2,73,True
1750825518,2025-06-25 09:25:18,23,982,59,2,126,True
1750825548,2025-06-25 09:25:48,20,1020,39,4,96,True
1750825578,2025-06-25 09:26:18,27,1009,38,3,114,True
1750825608,2025-06-25 09:26:49,27,1009,46,1,88,True
1750825638,2025-06-25 09:27:19,27,1017,39,4,101,True
1750825668,2025-06-25 09:27:49,25,995,60,2,136,True
1750825698,2025-06-25 09:28:19,25,1016,46,4,94,True
1750825728,2025-06-25 09:28:49,24,1008,30,5,132,True
1750825758,2025-06-25 09:29:19,26,990,53,1,51,True
1750825788,2025-06-25 09:29:49,20,1020,35,3,98,True
1750825818,2025-06-25 09:30:19,26,1015,42,1,139,True
1750825848,2025-06-25 09:30:49,23,1017,73,4,52,True
1750825878,2025-06-25 09:31:19,25,981,62,2,51,True
1750825908,2025-06-25 09:31:49,20,997,50,2,131,True
1750825938,2025-06-25 09:32:19,26,992,38,4,108,True
1750825968,2025-06-25 09:32:49,26,988,30,3,113,True
1750825998,2025-06-25 09:33:19,20,1010,62,5,128,True
1750826028,2025-06-25 09:33:49,25,981,44,5,118,True
1750826058,2025-06-25 09:34:19,22,988,56,3,78,True
1750826088,2025-06-25 09:34:49,24,982,64,1,93,True
1750826118,2025-06-25 09:35:19,26,1020,66,1,68,True
1750826148,2025-06-25 09:35:49,24,1009,32,5,93,True
1750826178,2025-06-25 09:36:19,24,990,67,4,55,True
1750826208,2025-06-25 09:36:49,28,989,75,2,106,True
1750826238,2025-06-25 09:37:19,29,1007,59,3,105,True
1750826268,2025-06-25 09:37:49,24,1002,61,2,86,True
1750826298,2025-06-25 09:38:19,21,1002,61,1,68,True
1750826328,2025-06-25 09:38:49,24,1010,60,4,87,True
1750826358,2025-06-25 09:39:19,24,988,41,5,107,True
1750826388,2025-06-25 09:39:49,30,1008,35,2,77,True
1750826418,2025-06-25 09:40:19,28,994,55,2,143,True
1750826448,2025-06-25 09:40:49,27,991,54,3,127,True
1750826478,2025-06-25 09:41:19,24,988,53,4,118,True
1750826508,2025-06-25 09:41:49,26,1013,33,2,115,True
1750826538,2025-06-25 09:42:19,23,991,58,1,103,True
1750826568,2025-06-25 09:42:49,23,994,71,3,118,True
1750826598,2025-06-25 09:43:19,25,1014,57,3,80,True
1750826628,2025-06-25 09:43:49,29,1006,67,2,91,True
1750826658,2025-06-25 09:44:19,28,1013,72,4,82,True
1750826688,2025-06-25 09:44:49,27,994,64,1,113,True
1750826718,2025-06-25 09:45:19,21,1016,51,3,82,True
1750826748,2025-06-25 09:45:49,28,997,42,5,117,True
1750826778,2025-06-25 09:46:19,21,1018,74,2,55,True
1750826808,2025-06-25 09:46:49,22,984,61,1,144,True
1750826839,2025-06-25 09:47:19,28,1001,38,4,147,True
1750826869,2025-06-25 09:47:49,20,981,41,5,64,True
1750826899,2025-06-25 09:48:19,30,1010,59,4,146,True
1750826929,2025-06-25 09:48:49,26,1005,43,3,137,True
1750826959,2025-06-25 09:49:19,26,988,45,2,118,True
1750826989,2025-06-25 09:49:49,25,984,74,1,86,True
1750827019,2025-06-25 09:50:19,27,1008,53,1,93,True
1750827049,2025-06-25 09:50:49,30,993,49,5,92,True
1750827079,2025-06-25 09:51:19,30,1020,33,3,118,True
1750827109,2025-06-25 09:51:49,22,990,79,5,61,True
1750827139,2025-06-25 09:52:19,25,994,68,5,150,True
1750827169,2025-06-25 09:52:49,24,985,64,5,66,True
1750827199,2025-06-25 09:53:19,26,980,58,2,102,True
1750827229,2025-06-25 09:53:49,22,1019,45,1,102,True
1750827259,2025-06-25 09:54:19,25,1008,79,1,109,True
1750827289,2025-06-25 09:54:49,30,1002,65,5,70,True
1750827319,2025-06-25 09:55:19,24,985,62,2,75,True
1750827349,2025-06-25 09:55:49,26,1000,63,2,78,True
1750827379,2025-06-25 09:56:19,25,982,33,1,69,True
1750827409,2025-06-25 09:56:49,29,1005,33,2,65,True
1750827439,2025-06-25 09:57:19,27,993,56,2,129,True
1750827469,2025-06-25 09:57:49,20,1007,78,2,70,True
1750827499,2025-06-25 09:58:19,25,985,38,2,110,True
1750827529,2025-06-25 09:58:49,29,995,45,1,65,True
1750827559,2025-06-25 09:59:19,30,981,72,2,71,True
1750827589,2025-06-25 09:59:49,21,994,32,3,118,True
1750827619,2025-06-25 10:00:19,27,1011,52,1,77,True
1750827649,2025-06-25 10:00:49,28,1002,76,1,68,True
1750827679,2025-06-25 10:01:19,23,1018,41,4,132,True
1750827709,2025-06-25 10:01:49,30,985,44,5,61,True
1750827739,2025-06-25 10:02:19,23,1014,75,5,105,True
1750827769,2025-06-25 10:02:49,24,1017,48,3,119,True
1750827799,2025-06-25 10:03:19,24,1012,49,3,124,True
1750827829,2025-06-25 10:03:49,30,986,33,4,64,True
1750827859,2025-06-25 10:04:19,29,1014,74,4,149,True
1750827889,2025-06-25 10:04:49,30,999,64,2,147,True
1750827919,2025-06-25 10:05:19,30,986,56,5,99,True
1750827949,2025-06-25 10:05:49,25,1005,34,1,148,True
1750827979,2025-06-25 10:06:19,20,1017,41,5,84,True
1750828009,2025-06-25 10:06:49,27,985,46,5,83,True
1750828039,2025-06-25 10:07:19,25,986,53,4,98,True
1750828069,2025-06-25 10:07:49,24,1006,48,5,150,True
1750828099,2025-06-25 10:08:19,30,1017,44,4,60,True
1750828129,2025-06-25 10:08:49,28,982,49,3,78,True
1750828159,2025-06-25 10:09:19,28,1015,74,4,143,True
1750828189,2025-06-25 10:09:49,20,1010,70,3,52,True
1750828219,2025-06-25 10:10:19,28,998,72,1,127,True
1750828249,2025-06-25 10:10:49,26,1003,31,1,147,True
1750828279,2025-06-25 10:11:19,22,1002,46,5,92,True
1750828309,2025-06-25 10:11:49,20,1003,47,5,66,True
1750828339,2025-06-25 10:12:19,23,1012,78,2,150,True
1750828369,2025-06-25 10:12:49,24,985,75,2,76,True
1750828399,2025-06-25 10:13:19,29,1000,50,1,139,True
1750828429,2025-06-25 10:13:49,20,1015,41,3,144,True
1750828459,2025-06-25 10:14:20,20,987,49,2,106,True
1750828489,2025-06-25 10:14:50,24,995,55,1,66,True
1750828519,2025-06-25 10:15:20,22,1020,76,3,140,True
1750828549,2025-06-25 10:15:50,21,1018,60,5,132,True
1750828579,2025-06-25 10:16:20,20,996,54,1,135,True
1750828609,2025-06-25 10:16:50,26,1011,31,4,114,True
1750828639,2025-06-25 10:17:20,30,1014,65,3,133,True
1750828669,2025-06-25 10:17:50,28,982,40,3,89,True
1750828699,2025-06-25 10:18:20,29,1004,69,1,92,True
1750828729,2025-06-25 10:18:50,23,980,38,3,74,True
1750828759,2025-06-25 10:19:20,26,981,70,3,79,True
1750828789,2025-06-25 10:19:50,25,986,50,2,111,True
1750828819,2025-06-25 10:20:20,28,1009,74,1,100,True
1750828849,2025-06-25 10:20:50,20,980,66,1,125,True
1750828879,2025-06-25 10:21:20,26,992,80,1,133,True
1750828909,2025-06-25 10:21:50,24,1018,32,1,62,True
1750828939,2025-06-25 10:22:20,29,985,34,2,129,True
1750828969,2025-06-25 10:22:50,22,1009,63,3,80,True
1750828999,2025-06-25 10:23:20,25,990,56,2,91,True
1750829029,2025-06-25 10:23:50,21,1006,32,2,141,True
1750829059,2025-06-25 10:24:20,20,1007,67,3,123,True
1750829089,2025-06-25 10:24:50,29,1002,77,5,95,True
1750829149,2025-06-25 10:25:50,28,990,69,1,145,True
1750829179,2025-06-25 10:26:20,22,1005,58,5,127,True
1750829209,2025-06-25 10:26:50,28,997,74,1,138,True
1750829239,2025-06-25 10:27:20,28,985,79,1,52,True
1750829269,2025-06-25 10:27:50,26,995,56,1,125,True
1750829299,2025-06-25 10:28:20,22,986,41,5,93,True
1750829329,2025-06-25 10:28:50,28,997,33,2,90,True
1750829359,2025-06-25 10:29:20,20,983,33,5,55,True
1750829389,2025-06-25 10:29:50,28,993,39,1,84,True
1750829419,2025-06-25 10:30:20,25,1014,78,2,103,True
1750829449,2025-06-25 10:30:50,26,983,63,1,118,True
1750829479,2025-06-25 10:31:20,29,984,48,1,141,True
1750829510,2025-06-25 10:31:50,21,987,62,5,148,True
1750829540,2025-06-25 10:32:20,24,994,76,4,126,True
1750829570,2025-06-25 10:32:50,25,1009,74,1,90,True
1750829600,2025-06-25 10:33:20,27,999,33,3,113,True
1750829630,2025-06-25 10:33:50,24,1000,57,4,135,True
1750829660,2025-06-25 10:34:20,27,995,38,1,93,True
1750829690,2025-06-25 10:34:50,20,993,52,1,150,True
1750829720,2025-06-25 10:35:20,29,996,77,5,61,True
1750829750,2025-06-25 10:35:50,21,1015,71,1,94,True
1750829780,2025-06-25 10:36:20,20,986,59,1,120,True
1750829810,2025-06-25 10:36:50,21,994,60,4,148,True
1750829840,2025-06-25 10:37:20,29,1011,63,2,74,True
1750829870,2025-06-25 10:37:50,24,998,80,4,94,True
1750829900,2025-06-25 10:38:20,25,1012,67,5,108,True
1750829930,2025-06-25 10:38:50,29,1013,41,1,145,True
1750829960,2025-06-25 10:39:20,28,996,62,2,55,True
1750829990,2025-06-25 10:39:50,20,984,62,4,139,True
1750830020,2025-06-25 10:40:20,29,1010,62,3,107,True
1750830050,2025-06-25 10:40:50,28,1011,70,1,50,True
1750830080,2025-06-25 10:41:20,24,1011,52,4,58,True
1750830110,2025-06-25 10:41:50,21,996,34,2,80,True
1750830140,2025-06-25 10:42:20,22,1006,49,4,56,True
1750830170,2025-06-25 10:42:50,22,1001,53,3,93,True
1750830200,2025-06-25 10:43:20,30,1000,40,1,84,True
1750830230,2025-06-25 10:43:50,24,998,78,2,76,True
1750830260,2025-06-25 10:44:20,27,1006,47,4,71,True
1750830290,2025-06-25 10:44:50,30,991,74,1,125,True
1750830320,2025-06-25 10:45:20,30,992,74,2,91,True
1750830350,2025-06-25 10:45:50,20,981,54,1,66,True
1750830380,2025-06-25 10:46:20,25,1011,57,3,62,True
1750830410,2025-06-25 10:46:50,30,1002,38,3,85,True
1750830440,2025-06-25 10:47:20,24,995,34,4,118,True
1750830470,2025-06-25 10:47:50,27,1020,58,2,69,True
1750830500,2025-06-25 10:48:20,26,1010,52,2,73,True
1750830530,2025-06-25 10:48:50,22,995,66,4,66,True
1750830560,2025-06-25 10:49:20,24,998,58,1,66,True
1750830590,2025-06-25 10:49:50,29,1019,52,4,95,True
1750830620,2025-06-25 10:50:20,21,986,54,2,65,True
1750830650,2025-06-25 10:50:50,22,1019,63,1,147,True
1750830680,2025-06-25 10:51:20,23,1009,69,1,76,True
1750830710,2025-06-25 10:51:50,29,1004,78,5,119,True
1750830740,2025-06-25 10:52:20,29,982,71,5,150,True
1750830770,2025-06-25 10:52:50,24,989,69,3,69,True
1750830800,2025-06-25 10:53:20,23,1001,43,2,100,True
1750830830,2025-06-25 10:53:50,22,1018,79,5,150,True
1750830860,2025-06-25 10:54:20,29,999,48,2,120,True
1750830890,2025-06-25 10:54:50,29,993,42,5,120,True
1750830920,2025-06-25 10:55:20,22,990,54,2,95,True
1750830950,2025-06-25 10:55:50,23,989,39,2,54,True
1750830980,2025-06-25 10:56:20,22,997,73,3,108,True
1750831010,2025-06-25 10:56:50,22,994,59,2,87,True
1750831040,2025-06-25 10:57:20,20,1018,43,2,134,True
1750831070,2025-06-25 10:57:50,27,1016,35,1,72,True
1750831100,2025-06-25 10:58:20,29,999,72,2,77,True
1750831130,2025-06-25 10:58:50,29,994,37,4,105,True
1750831160,2025-06-25 10:59:21,20,1019,74,2,136,True
1750831190,2025-06-25 10:59:51,21,1008,51,5,148,True
1750831220,2025-06-25 11:00:21,26,980,80,3,141,True
1750831250,2025-06-25 11:00:51,30,992,70,1,81,True
1750831280,2025-06-25 11:01:21,30,990,43,5,92,True
1750831310,2025-06-25 11:01:51,24,994,50,2,81,True
1750831340,2025-06-25 11:02:21,24,994,60,1,56,True
1750831370,2025-06-25 11:02:51,28,982,45,3,96,True
1750831400,2025-06-25 11:03:21,23,999,51,3,66,True
1750831430,2025-06-25 11:03:51,23,1001,36,5,73,True
1750831460,2025-06-25 11:04:21,28,999,75,1,84,True
1750831490,2025-06-25 11:04:51,27,996,68,2,117,True
1750831520,2025-06-25 11:05:21,26,995,56,4,56,True
1750831550,2025-06-25 11:05:51,30,1006,57,3,60,True
1750831580,2025-06-25 11:06:21,26,1004,44,1,125,True
1750831610,2025-06-25 11:06:51,25,988,55,2,81,True
1750831640,2025-06-25 11:07:21,25,985,68,4,107,True
1750831670,2025-06-25 11:07:51,29,1001,38,5,122,True
1750831700,2025-06-25 11:08:21,21,1009,79,2,122,True
1750831730,2025-06-25 11:08:51,30,1004,36,5,54,True
1750831760,2025-06-25 11:09:21,28,1003,65,4,111,True
1750831790,2025-06-25 11:09:51,23,1019,37,5,115,True
1750831820,2025-06-25 11:10:21,22,988,42,2,121,True
1750831850,2025-06-25 11:10:51,30,1006,71,4,76,True
1750831880,2025-06-25 11:11:21,29,1014,80,1,144,True
1750831910,2025-06-25 11:11:51,27,1009,34,3,104,True
1750831940,2025-06-25 11:12:21,24,990,80,1,113,True
1750831970,2025-06-25 11:12:51,30,1003,80,3,108,True
1750832000,2025-06-25 11:13:21,27,1018,78,1,128,True
1750832030,2025-06-25 11:13:51,23,993,33,5,112,True
1750832060,2025-06-25 11:14:21,29,994,47,4,133,True
1750832090,2025-06-25 11:14:51,30,991,30,4,53,True
1750832120,2025-06-25 11:15:21,26,983,62,4,76,True
1750832150,2025-06-25 11:15:51,27,1013,41,1,68,True
1750832180,2025-06-25 11:16:21,27,1002,39,1,110,True
1750832210,2025-06-25 11:16:51,27,998,36,5,109,True
1750832240,2025-06-25 11:17:21,27,989,56,2,105,True
1750832270,2025-06-25 11:17:51,22,1015,34,5,139,True
1750832300,2025-06-25 11:18:21,22,1018,68,1,56,True
1750832330,2025-06-25 11:18:51,21,1003,59,5,101,True
1750832360,2025-06-25 11:19:21,28,1017,54,3,104,True
1750832391,2025-06-25 11:19:51,21,1004,78,3,127,True
1750832421,2025-06-25 11:20:21,20,989,30,3,126,True
1750832451,2025-06-25 11:20:51,21,988,80,3,115,True
1750832481,2025-06-25 11:21:21,22,1010,74,1,92,True
1750832511,2025-06-25 11:21:51,26,1020,58,3,51,True
1750832541,2025-06-25 11:22:21,28,991,74,2,82,True
1750832571,2025-06-25 11:22:51,30,983,78,5,82,True
1750832601,2025-06-25 11:23:21,30,1006,32,4,90,True
1750832631,2025-06-25 11:23:51,25,998,52,4,141,True
1750832661,2025-06-25 11:24:21,21,993,39,3,98,True
1750832691,2025-06-25 11:24:51,24,990,66,1,115,True
1750832721,2025-06-25 11:25:21,25,1012,48,5,60,True
1750832751,2025-06-25 11:25:51,28,1016,39,3,98,True
1750832781,2025-06-25 11:26:21,20,989,31,2,131,True
1750832811,2025-06-25 11:26:51,22,995,58,2,149,True
1750832841,2025-06-25 11:27:21,27,1007,41,3,105,True
1750832871,2025-06-25 11:27:51,29,991,36,1,84,True
1750832901,2025-06-25 11:28:21,25,998,56,1,116,True
1750832931,2025-06-25 11:28:51,20,983,69,5,55,True
1750832961,2025-06-25 11:29:21,20,1013,34,1,136,True
1750832991,2025-06-25 11:29:51,21,985,75,1,82,True
1750833021,2025-06-25 11:30:21,20,1006,47,3,79,True
1750833051,2025-06-25 11:30:51,29,1017,45,5,117,True
1750833081,2025-06-25 11:31:21,22,1014,33,3,66,True
1750833111,2025-06-25 11:31:51,27,1004,56,1,52,True
1750833141,2025-06-25 11:32:21,24,1004,45,2,142,True
1750833171,2025-06-25 11:32:51,25,997,62,1,74,True
1750833201,2025-06-25 11:33:21,24,996,44,5,58,True
1750833231,2025-06-25 11:33:51,27,996,68,4,131,True
1750833261,2025-06-25 11:34:21,28,997,36,4,148,True
1750833291,2025-06-25 11:34:51,22,984,47,3,57,True
1750833321,2025-06-25 11:35:21,28,983,71,3,82,True
1750833351,2025-06-25 11:35:51,23,1005,50,2,100,True
1750833381,2025-06-25 11:36:21,26,992,53,2,145,True
1750833411,2025-06-25 11:36:51,28,983,73,3,58,True
1750833441,2025-06-25 11:37:21,22,1012,68,1,55,True
1750833471,2025-06-25 11:37:51,30,1015,38,3,116,True
1750833501,2025-06-25 11:38:21,30,1006,33,3,108,True
1750833531,2025-06-25 11:38:51,30,1017,55,1,122,True
1750833561,2025-06-25 11:39:21,27,984,53,1,129,True
1750833591,2025-06-25 11:39:51,27,1009,77,2,134,True
1750833621,2025-06-25 11:40:21,22,994,36,1,99,True
1750833651,2025-06-25 11:40:51,23,981,43,5,52,True
1750833681,2025-06-25 11:41:21,23,989,54,3,76,True
1750833711,2025-06-25 11:41:51,25,1002,71,3,52,True
1750833741,2025-06-25 11:42:21,27,995,62,5,128,True
1750833771,2025-06-25 11:42:51,28,985,61,2,134,True
