packet_id,timestamp,temperature,pressure,humidity,density,concentration,run_number,distance_m
1748941142,2025-06-03 13:59:02,24,1019,60,4,149,4,500
1748941145,2025-06-03 13:59:05,21,1009,57,3,71,4,500
1748941148,2025-06-03 13:59:08,27,982,48,2,146,4,500
1748941151,2025-06-03 13:59:11,24,1008,34,2,96,4,500
1748941154,2025-06-03 13:59:14,26,1003,47,5,149,4,500
1748941157,2025-06-03 13:59:17,21,1008,66,3,122,4,500
1748941160,2025-06-03 13:59:20,20,1004,79,3,74,4,500
1748941163,2025-06-03 13:59:23,28,998,75,4,150,4,500
1748941166,2025-06-03 13:59:26,23,1010,46,3,99,4,500
1748941169,2025-06-03 13:59:29,22,984,55,2,133,4,500
1748941172,2025-06-03 13:59:32,28,1000,33,2,105,4,500
1748941175,2025-06-03 13:59:35,27,983,49,4,51,4,500
1748941178,2025-06-03 13:59:38,27,991,45,3,74,4,500
1748941181,2025-06-03 13:59:41,26,982,80,3,83,4,500
1748941184,2025-06-03 13:59:44,28,987,55,1,123,4,500
1748941187,2025-06-03 13:59:47,25,992,63,2,110,4,500
1748941190,2025-06-03 13:59:50,20,1007,78,2,111,4,500
1748941193,2025-06-03 13:59:53,27,986,56,3,107,4,500
1748941196,2025-06-03 13:59:56,22,1019,73,5,119,4,500
1748941199,2025-06-03 13:59:59,20,986,74,5,75,4,500
1748941202,2025-06-03 14:00:02,23,1008,45,3,83,4,500
1748941205,2025-06-03 14:00:05,23,986,64,3,93,4,500
1748941208,2025-06-03 14:00:08,24,988,77,1,70,4,500
1748941211,2025-06-03 14:00:11,23,1011,70,3,65,4,500
1748941214,2025-06-03 14:00:14,20,998,38,2,60,4,500
1748941217,2025-06-03 14:00:17,25,991,67,2,114,4,500
1748941220,2025-06-03 14:00:20,22,1005,73,1,119,4,500
1748941223,2025-06-03 14:00:23,27,989,44,2,106,4,500
1748941226,2025-06-03 14:00:26,22,1001,40,4,128,4,500
1748941229,2025-06-03 14:00:29,24,1004,34,2,91,4,500
1748941232,2025-06-03 14:00:32,28,987,33,3,143,4,500
1748941235,2025-06-03 14:00:35,21,1011,75,1,91,4,500
1748941238,2025-06-03 14:00:38,29,984,58,1,90,4,500
1748941241,2025-06-03 14:00:41,26,1007,72,5,107,4,500
1748941244,2025-06-03 14:00:44,29,1019,49,4,130,4,500
1748941247,2025-06-03 14:00:47,22,1012,72,4,88,4,500
1748941250,2025-06-03 14:00:50,25,988,32,5,143,4,500
1748941253,2025-06-03 14:00:53,28,1006,60,5,145,4,500
1748941256,2025-06-03 14:00:56,21,997,36,5,55,4,500
1748941259,2025-06-03 14:00:59,23,980,51,1,117,4,500
1748941262,2025-06-03 14:01:02,24,991,61,4,70,4,500
1748941265,2025-06-03 14:01:05,27,989,51,1,136,4,500
1748941268,2025-06-03 14:01:08,30,988,55,2,89,4,500
1748941271,2025-06-03 14:01:11,27,990,52,1,84,4,500
1748941274,2025-06-03 14:01:14,29,990,31,1,112,4,500
1748941277,2025-06-03 14:01:17,20,983,70,5,109,4,500
1748941280,2025-06-03 14:01:20,20,1005,74,3,55,4,500
1748941283,2025-06-03 14:01:23,27,1012,77,5,62,4,500
1748941286,2025-06-03 14:01:26,28,996,49,4,101,4,500
1748941289,2025-06-03 14:01:29,20,993,38,2,136,4,500
1748941292,2025-06-03 14:01:32,21,1018,39,2,94,4,500
1748941295,2025-06-03 14:01:35,27,985,66,2,122,4,500
1748941298,2025-06-03 14:01:38,23,1008,78,1,137,4,500
1748941301,2025-06-03 14:01:41,30,1001,49,2,109,4,500
1748941304,2025-06-03 14:01:44,29,1008,32,1,89,4,500
1748941307,2025-06-03 14:01:47,28,980,44,4,80,4,500
1748941310,2025-06-03 14:01:50,21,985,75,5,70,4,500
1748941313,2025-06-03 14:01:53,29,1014,54,5,116,4,500
1748941316,2025-06-03 14:01:56,26,1005,39,5,145,4,500
1748941319,2025-06-03 14:01:59,23,987,32,5,76,4,500
1748941322,2025-06-03 14:02:02,30,1006,45,4,68,4,500
1748941325,2025-06-03 14:02:05,21,986,77,2,93,4,500
1748941328,2025-06-03 14:02:08,20,986,38,4,103,4,500
1748941331,2025-06-03 14:02:11,27,980,37,1,84,4,500
1748941334,2025-06-03 14:02:14,21,1005,48,1,75,4,500
1748941337,2025-06-03 14:02:17,29,985,31,4,112,4,500
1748941340,2025-06-03 14:02:20,29,1016,33,2,131,4,500
1748941343,2025-06-03 14:02:23,21,1009,44,5,53,4,500
1748941346,2025-06-03 14:02:26,22,997,77,3,84,4,500
1748941349,2025-06-03 14:02:29,20,1013,78,4,56,4,500
1748941352,2025-06-03 14:02:32,24,1009,40,3,128,4,500
1748941355,2025-06-03 14:02:35,22,1001,45,5,55,4,500
1748941358,2025-06-03 14:02:38,30,1002,58,3,65,4,500
1748941361,2025-06-03 14:02:41,20,998,62,1,80,4,500
1748941364,2025-06-03 14:02:44,20,1015,67,5,96,4,500
1748941367,2025-06-03 14:02:47,21,998,79,4,94,4,500
1748941370,2025-06-03 14:02:50,25,1001,47,4,143,4,500
1748941373,2025-06-03 14:02:53,25,987,41,2,148,4,500
1748941376,2025-06-03 14:02:56,24,997,74,3,101,4,500
1748941379,2025-06-03 14:02:59,21,996,73,4,52,4,500
1748941382,2025-06-03 14:03:02,26,1006,75,1,50,4,500
1748941385,2025-06-03 14:03:05,26,992,68,3,108,4,500
1748941388,2025-06-03 14:03:08,30,1006,74,3,128,4,500
1748941391,2025-06-03 14:03:11,21,1006,57,1,80,4,500
1748941394,2025-06-03 14:03:14,28,988,71,1,72,4,500
1748941397,2025-06-03 14:03:17,22,1018,37,4,104,4,500
1748941400,2025-06-03 14:03:20,20,995,38,2,56,4,500
1748941403,2025-06-03 14:03:23,21,990,59,5,89,4,500
1748941406,2025-06-03 14:03:26,29,983,73,2,76,4,500
1748941409,2025-06-03 14:03:29,25,982,47,2,118,4,500
1748941412,2025-06-03 14:03:32,30,981,34,4,140,4,500
1748941415,2025-06-03 14:03:35,21,1009,39,3,135,4,500
1748941418,2025-06-03 14:03:38,24,983,42,5,75,4,500
1748941421,2025-06-03 14:03:41,21,996,67,5,87,4,500
1748941424,2025-06-03 14:03:44,29,1019,68,3,99,4,500
1748941427,2025-06-03 14:03:47,23,1009,71,3,91,4,500
1748941430,2025-06-03 14:03:50,23,1002,51,2,57,4,500
1748941433,2025-06-03 14:03:53,23,1000,58,5,128,4,500
1748941436,2025-06-03 14:03:56,21,1003,65,5,109,4,500
1748941439,2025-06-03 14:03:59,30,1011,77,4,101,4,500
1748941442,2025-06-03 14:04:02,25,980,35,4,125,4,500
1748941445,2025-06-03 14:04:05,21,1017,35,4,136,4,500
1748941448,2025-06-03 14:04:08,23,994,41,1,139,4,500
1748941451,2025-06-03 14:04:11,27,1013,52,4,146,4,500
1748941454,2025-06-03 14:04:14,25,1008,60,1,93,4,500
1748941457,2025-06-03 14:04:17,20,1005,57,1,103,4,500
1748941460,2025-06-03 14:04:20,30,994,47,5,67,4,500
1748941463,2025-06-03 14:04:23,29,996,65,5,86,4,500
1748941466,2025-06-03 14:04:26,22,1020,54,3,65,4,500
1748941469,2025-06-03 14:04:29,21,996,61,2,108,4,500
1748941472,2025-06-03 14:04:32,30,1004,48,4,60,4,500
1748941475,2025-06-03 14:04:35,23,985,63,2,120,4,500
1748941478,2025-06-03 14:04:38,26,1005,30,5,109,4,500
1748941481,2025-06-03 14:04:41,25,981,31,5,100,4,500
1748941484,2025-06-03 14:04:44,23,1005,63,3,67,4,500
1748941487,2025-06-03 14:04:47,20,996,40,5,139,4,500
1748941490,2025-06-03 14:04:50,25,1014,37,1,94,4,500
1748941493,2025-06-03 14:04:53,25,998,30,5,143,4,500
1748941496,2025-06-03 14:04:56,22,1008,57,3,126,4,500
1748941499,2025-06-03 14:04:59,20,1004,55,5,135,4,500
1748941502,2025-06-03 14:05:02,27,1006,35,4,70,4,500
1748941505,2025-06-03 14:05:05,23,1010,53,5,83,4,500
1748941508,2025-06-03 14:05:08,20,999,68,5,65,4,500
1748941511,2025-06-03 14:05:11,30,1015,49,4,145,4,500
1748941514,2025-06-03 14:05:14,29,1010,34,3,119,4,500
1748941517,2025-06-03 14:05:17,22,1016,62,1,88,4,500
1748941520,2025-06-03 14:05:20,26,1019,63,3,112,4,500
1748941523,2025-06-03 14:05:23,22,998,31,4,81,4,500
1748941526,2025-06-03 14:05:26,26,991,70,3,107,4,500
1748941529,2025-06-03 14:05:29,20,1010,63,3,102,4,500
1748941532,2025-06-03 14:05:32,20,993,59,5,134,4,500
1748941535,2025-06-03 14:05:35,25,1015,77,2,135,4,500
1748941538,2025-06-03 14:05:38,26,989,46,1,149,4,500
1748941541,2025-06-03 14:05:41,27,1019,31,3,89,4,500
1748941544,2025-06-03 14:05:44,25,1007,42,3,50,4,500
1748941547,2025-06-03 14:05:47,24,985,72,3,85,4,500
1748941550,2025-06-03 14:05:50,21,1009,44,1,109,4,500
1748941553,2025-06-03 14:05:53,29,985,74,4,80,4,500
1748941556,2025-06-03 14:05:56,21,1008,45,2,66,4,500
1748941559,2025-06-03 14:05:59,30,986,78,5,135,4,500
1748941562,2025-06-03 14:06:02,27,1000,64,3,92,4,500
1748941565,2025-06-03 14:06:05,29,1001,61,5,146,4,500
1748941568,2025-06-03 14:06:08,28,982,75,4,103,4,500
1748941571,2025-06-03 14:06:11,23,1000,67,4,135,4,500
1748941574,2025-06-03 14:06:14,21,1008,59,2,75,4,500
1748941577,2025-06-03 14:06:17,29,1011,41,1,65,4,500
1748941580,2025-06-03 14:06:20,23,1001,62,2,57,4,500
1748941583,2025-06-03 14:06:23,27,992,49,3,84,4,500
1748941586,2025-06-03 14:06:26,28,989,55,1,130,4,500
1748941589,2025-06-03 14:06:29,22,982,35,4,136,4,500
1748941592,2025-06-03 14:06:32,20,1017,77,2,120,4,500
1748941595,2025-06-03 14:06:35,30,1005,35,3,68,4,500
1748941598,2025-06-03 14:06:38,21,1020,78,2,139,4,500
1748941601,2025-06-03 14:06:41,28,1011,48,1,99,4,500
1748941604,2025-06-03 14:06:44,22,1018,31,4,79,4,500
1748941607,2025-06-03 14:06:47,26,991,53,1,148,4,500
1748941610,2025-06-03 14:06:50,22,982,47,2,97,4,500
1748941613,2025-06-03 14:06:53,25,1018,57,1,115,4,500
1748941616,2025-06-03 14:06:56,22,1010,79,3,80,4,500
1748941619,2025-06-03 14:06:59,28,1005,35,2,54,4,500
1748941622,2025-06-03 14:07:02,30,1012,54,1,59,4,500
1748941625,2025-06-03 14:07:05,29,997,49,2,113,4,500
1748941628,2025-06-03 14:07:08,25,1007,51,5,118,4,500
1748941631,2025-06-03 14:07:11,20,1003,66,1,64,4,500
1748941634,2025-06-03 14:07:14,30,990,62,5,119,4,500
1748941637,2025-06-03 14:07:17,25,994,77,2,107,4,500
1748941640,2025-06-03 14:07:20,25,1009,58,1,117,4,500
1748941643,2025-06-03 14:07:23,20,1018,48,4,88,4,500
1748941646,2025-06-03 14:07:26,28,984,42,2,66,4,500
1748941649,2025-06-03 14:07:29,23,1012,77,3,52,4,500
1748941652,2025-06-03 14:07:32,29,1002,72,4,115,4,500
1748941655,2025-06-03 14:07:35,29,1001,42,5,108,4,500
1748941658,2025-06-03 14:07:38,21,1008,33,5,85,4,500
1748941661,2025-06-03 14:07:41,29,985,41,1,57,4,500
1748941664,2025-06-03 14:07:44,24,990,49,3,145,4,500
1748941667,2025-06-03 14:07:47,28,985,70,2,140,4,500
1748941670,2025-06-03 14:07:50,29,1013,52,4,134,4,500
1748941673,2025-06-03 14:07:53,26,985,41,3,94,4,500
1748941676,2025-06-03 14:07:56,27,1014,62,3,62,4,500
1748941679,2025-06-03 14:07:59,24,1011,40,4,86,4,500
1748941682,2025-06-03 14:08:02,28,993,47,2,129,4,500
1748941685,2025-06-03 14:08:05,27,988,58,5,148,4,500
1748941688,2025-06-03 14:08:08,26,989,80,2,127,4,500
1748941691,2025-06-03 14:08:11,23,1001,37,1,64,4,500
1748941694,2025-06-03 14:08:14,30,1017,69,1,92,4,500
1748941697,2025-06-03 14:08:17,29,999,53,1,94,4,500
1748941700,2025-06-03 14:08:20,28,988,56,4,144,4,500
1748941703,2025-06-03 14:08:23,26,1000,30,5,56,4,500
1748941706,2025-06-03 14:08:26,20,1017,78,5,83,4,500
1748941709,2025-06-03 14:08:29,24,1001,33,3,68,4,500
1748941712,2025-06-03 14:08:32,29,1006,80,2,64,4,500
1748941715,2025-06-03 14:08:35,24,1002,77,3,126,4,500
1748941718,2025-06-03 14:08:38,26,984,79,5,78,4,500
1748941721,2025-06-03 14:08:41,22,1015,67,4,130,4,500
1748941724,2025-06-03 14:08:44,25,1011,75,3,63,4,500
1748941727,2025-06-03 14:08:47,28,1015,72,5,105,4,500
1748941730,2025-06-03 14:08:50,23,992,30,2,62,4,500
1748941733,2025-06-03 14:08:53,25,995,52,3,84,4,500
1748941736,2025-06-03 14:08:56,27,1004,65,1,93,4,500
1748941739,2025-06-03 14:08:59,20,994,36,2,117,4,500
1748941742,2025-06-03 14:09:02,25,987,32,1,128,4,500
1748941745,2025-06-03 14:09:05,22,984,45,3,135,4,500
1748941748,2025-06-03 14:09:08,21,988,31,1,139,4,500
1748941751,2025-06-03 14:09:11,22,995,62,2,58,4,500
1748941754,2025-06-03 14:09:14,30,1005,53,4,125,4,500
1748941757,2025-06-03 14:09:17,30,1006,58,5,136,4,500
1748941760,2025-06-03 14:09:20,24,1003,61,4,143,4,500
1748941763,2025-06-03 14:09:23,22,999,39,2,106,4,500
1748941766,2025-06-03 14:09:26,30,1006,76,4,127,4,500
1748941769,2025-06-03 14:09:29,25,1016,76,4,103,4,500
1748941772,2025-06-03 14:09:32,27,1002,58,1,122,4,500
1748941775,2025-06-03 14:09:35,20,997,37,5,129,4,500
