packet_id,timestamp,temperature,pressure,humidity,density,concentration,run_number,distance_m
1748943665,2025-06-03 14:41:05,28,991,63,5,148,6,1100
1748943668,2025-06-03 14:41:08,23,999,47,2,147,6,1100
1748943671,2025-06-03 14:41:11,23,1012,63,1,109,6,1100
1748943674,2025-06-03 14:41:14,23,992,45,5,120,6,1100
1748943677,2025-06-03 14:41:17,23,994,75,3,129,6,1100
1748943680,2025-06-03 14:41:20,30,987,76,1,82,6,1100
1748943683,2025-06-03 14:41:23,25,990,62,4,59,6,1100
1748943686,2025-06-03 14:41:26,29,990,74,2,136,6,1100
1748943689,2025-06-03 14:41:29,22,1002,50,2,110,6,1100
1748943692,2025-06-03 14:41:32,28,1011,71,1,67,6,1100
1748943695,2025-06-03 14:41:35,23,1004,34,4,59,6,1100
1748943698,2025-06-03 14:41:38,20,1015,33,2,54,6,1100
1748943701,2025-06-03 14:41:41,22,990,45,2,135,6,1100
1748943704,2025-06-03 14:41:44,23,996,30,4,122,6,1100
1748943707,2025-06-03 14:41:47,28,999,44,5,94,6,1100
1748943710,2025-06-03 14:41:50,20,1003,74,1,92,6,1100
1748943713,2025-06-03 14:41:53,27,981,34,3,141,6,1100
1748943716,2025-06-03 14:41:56,23,995,41,3,80,6,1100
1748943719,2025-06-03 14:41:59,20,996,36,5,55,6,1100
1748943722,2025-06-03 14:42:02,21,985,65,4,72,6,1100
1748943725,2025-06-03 14:42:05,24,1001,66,5,94,6,1100
1748943728,2025-06-03 14:42:08,21,996,69,5,91,6,1100
1748943731,2025-06-03 14:42:11,27,996,62,3,112,6,1100
1748943734,2025-06-03 14:42:14,21,1013,60,5,120,6,1100
1748943737,2025-06-03 14:42:17,20,1009,60,3,129,6,1100
1748943740,2025-06-03 14:42:20,30,1000,42,2,81,6,1100
1748943743,2025-06-03 14:42:23,30,1014,77,4,115,6,1100
1748943746,2025-06-03 14:42:26,27,1012,35,5,68,6,1100
1748943749,2025-06-03 14:42:29,30,1017,79,2,147,6,1100
1748943752,2025-06-03 14:42:32,28,1014,79,3,64,6,1100
1748943755,2025-06-03 14:42:35,25,994,54,5,62,6,1100
1748943758,2025-06-03 14:42:38,26,995,64,2,60,6,1100
1748943761,2025-06-03 14:42:41,28,987,66,4,81,6,1100
1748943764,2025-06-03 14:42:44,23,994,46,4,100,6,1100
1748943767,2025-06-03 14:42:47,28,1013,51,4,93,6,1100
1748943770,2025-06-03 14:42:50,28,1007,69,4,130,6,1100
1748943773,2025-06-03 14:42:53,29,984,44,5,75,6,1100
1748943776,2025-06-03 14:42:56,29,984,44,5,64,6,1100
1748943779,2025-06-03 14:42:59,30,986,45,5,104,6,1100
1748943782,2025-06-03 14:43:02,23,1012,58,3,149,6,1100
1748943785,2025-06-03 14:43:05,25,1015,56,3,55,6,1100
1748943788,2025-06-03 14:43:08,25,994,76,1,87,6,1100
1748943791,2025-06-03 14:43:11,22,1005,52,2,109,6,1100
1748943794,2025-06-03 14:43:14,29,1007,60,4,113,6,1100
1748943797,2025-06-03 14:43:17,24,1020,57,4,56,6,1100
1748943800,2025-06-03 14:43:20,21,1007,42,2,67,6,1100
1748943803,2025-06-03 14:43:23,30,1000,75,3,147,6,1100
1748943806,2025-06-03 14:43:26,29,1001,62,5,63,6,1100
1748943809,2025-06-03 14:43:29,30,1018,75,2,147,6,1100
1748943812,2025-06-03 14:43:32,20,1003,50,2,65,6,1100
1748943815,2025-06-03 14:43:35,25,981,46,2,76,6,1100
1748943818,2025-06-03 14:43:38,27,993,36,1,115,6,1100
1748943821,2025-06-03 14:43:41,23,992,76,5,139,6,1100
1748943824,2025-06-03 14:43:44,23,987,48,1,68,6,1100
1748943827,2025-06-03 14:43:47,23,982,42,5,147,6,1100
1748943830,2025-06-03 14:43:50,27,1014,64,3,54,6,1100
1748943833,2025-06-03 14:43:53,21,1008,50,4,69,6,1100
1748943836,2025-06-03 14:43:56,28,997,64,2,137,6,1100
1748943839,2025-06-03 14:43:59,20,998,71,3,99,6,1100
1748943842,2025-06-03 14:44:02,26,1007,42,1,107,6,1100
1748943845,2025-06-03 14:44:05,23,981,66,3,59,6,1100
1748943848,2025-06-03 14:44:08,29,999,75,4,52,6,1100
1748943851,2025-06-03 14:44:11,29,997,34,4,73,6,1100
1748943854,2025-06-03 14:44:14,20,1009,62,3,69,6,1100
1748943857,2025-06-03 14:44:17,24,994,40,2,148,6,1100
1748943860,2025-06-03 14:44:20,23,997,32,4,66,6,1100
1748943863,2025-06-03 14:44:23,24,996,31,4,128,6,1100
1748943866,2025-06-03 14:44:26,25,1005,41,1,138,6,1100
1748943869,2025-06-03 14:44:29,25,989,59,3,95,6,1100
1748943872,2025-06-03 14:44:32,21,988,64,5,86,6,1100
1748943875,2025-06-03 14:44:35,24,1002,42,2,105,6,1100
1748943878,2025-06-03 14:44:38,24,999,50,2,134,6,1100
1748943881,2025-06-03 14:44:41,25,1005,80,4,143,6,1100
1748943884,2025-06-03 14:44:44,24,1006,42,3,82,6,1100
1748943887,2025-06-03 14:44:47,26,991,50,2,80,6,1100
1748943890,2025-06-03 14:44:50,26,1000,73,4,61,6,1100
1748943893,2025-06-03 14:44:53,23,982,58,3,99,6,1100
1748943896,2025-06-03 14:44:56,25,1006,61,1,64,6,1100
1748943899,2025-06-03 14:44:59,25,983,31,3,68,6,1100
1748943902,2025-06-03 14:45:02,21,1001,32,3,114,6,1100
1748943905,2025-06-03 14:45:05,29,998,39,2,129,6,1100
1748943908,2025-06-03 14:45:08,28,1005,59,4,95,6,1100
1748943911,2025-06-03 14:45:11,20,1001,38,2,119,6,1100
1748943914,2025-06-03 14:45:14,28,1019,75,3,89,6,1100
1748943917,2025-06-03 14:45:17,22,991,32,1,150,6,1100
1748943920,2025-06-03 14:45:20,27,1008,34,4,58,6,1100
1748943923,2025-06-03 14:45:23,21,1006,61,2,149,6,1100
1748943926,2025-06-03 14:45:26,30,998,58,1,136,6,1100
1748943929,2025-06-03 14:45:29,28,1017,68,1,122,6,1100
1748943932,2025-06-03 14:45:32,29,1002,37,5,112,6,1100
1748943935,2025-06-03 14:45:35,20,998,63,1,73,6,1100
1748943938,2025-06-03 14:45:38,24,991,43,2,129,6,1100
1748943941,2025-06-03 14:45:41,27,1006,51,5,143,6,1100
1748943944,2025-06-03 14:45:44,22,1008,47,3,68,6,1100
1748943947,2025-06-03 14:45:47,22,1007,64,3,121,6,1100
1748943950,2025-06-03 14:45:50,24,999,43,4,61,6,1100
1748943953,2025-06-03 14:45:53,23,1010,65,1,88,6,1100
1748943956,2025-06-03 14:45:56,26,984,78,3,122,6,1100
1748943959,2025-06-03 14:45:59,28,993,55,3,81,6,1100
1748943962,2025-06-03 14:46:02,28,991,42,5,85,6,1100
1748943965,2025-06-03 14:46:05,23,984,69,5,109,6,1100
1748943968,2025-06-03 14:46:08,28,994,63,5,107,6,1100
1748943971,2025-06-03 14:46:11,22,999,31,5,84,6,1100
1748943974,2025-06-03 14:46:14,29,980,66,2,103,6,1100
1748943977,2025-06-03 14:46:17,26,988,71,2,140,6,1100
1748943980,2025-06-03 14:46:20,20,992,68,2,137,6,1100
1748943983,2025-06-03 14:46:23,20,989,47,4,134,6,1100
1748943986,2025-06-03 14:46:26,22,1014,78,4,133,6,1100
1748943989,2025-06-03 14:46:29,25,1013,42,3,114,6,1100
1748943992,2025-06-03 14:46:32,24,1001,54,2,133,6,1100
1748943995,2025-06-03 14:46:35,30,1002,65,5,82,6,1100
1748943998,2025-06-03 14:46:38,20,986,77,1,88,6,1100
1748944001,2025-06-03 14:46:41,25,1010,44,2,62,6,1100
1748944004,2025-06-03 14:46:44,23,1001,45,3,74,6,1100
1748944007,2025-06-03 14:46:47,28,1005,31,2,150,6,1100
1748944010,2025-06-03 14:46:50,22,987,50,4,142,6,1100
1748944013,2025-06-03 14:46:53,28,1006,36,4,96,6,1100
1748944016,2025-06-03 14:46:56,22,988,57,1,88,6,1100
1748944019,2025-06-03 14:46:59,27,1020,32,2,61,6,1100
1748944022,2025-06-03 14:47:02,21,993,69,3,78,6,1100
1748944025,2025-06-03 14:47:05,27,1009,47,5,97,6,1100
1748944028,2025-06-03 14:47:08,26,1001,56,1,139,6,1100
1748944031,2025-06-03 14:47:11,25,995,51,1,109,6,1100
1748944034,2025-06-03 14:47:14,30,1001,64,1,99,6,1100
1748944037,2025-06-03 14:47:17,24,999,74,5,147,6,1100
1748944040,2025-06-03 14:47:20,27,1019,62,1,137,6,1100
1748944043,2025-06-03 14:47:23,29,999,32,1,148,6,1100
1748944046,2025-06-03 14:47:26,23,1017,36,2,55,6,1100
1748944049,2025-06-03 14:47:29,20,988,30,2,122,6,1100
1748944052,2025-06-03 14:47:32,22,994,44,3,80,6,1100
1748944055,2025-06-03 14:47:35,21,1020,53,4,80,6,1100
1748944058,2025-06-03 14:47:38,23,1015,38,2,105,6,1100
1748944061,2025-06-03 14:47:41,25,992,78,4,129,6,1100
1748944064,2025-06-03 14:47:44,22,1020,42,4,123,6,1100
1748944067,2025-06-03 14:47:47,24,986,49,3,112,6,1100
1748944070,2025-06-03 14:47:50,22,989,61,5,143,6,1100
1748944073,2025-06-03 14:47:53,27,995,68,2,149,6,1100
1748944076,2025-06-03 14:47:56,23,981,37,1,135,6,1100
1748944079,2025-06-03 14:47:59,26,1016,75,5,69,6,1100
1748944082,2025-06-03 14:48:02,20,992,33,1,69,6,1100
1748944085,2025-06-03 14:48:05,20,1019,54,3,77,6,1100
1748944088,2025-06-03 14:48:08,28,1020,76,3,93,6,1100
1748944091,2025-06-03 14:48:11,27,1000,64,5,66,6,1100
1748944094,2025-06-03 14:48:14,30,1001,73,2,96,6,1100
1748944097,2025-06-03 14:48:17,24,1017,76,4,108,6,1100
1748944100,2025-06-03 14:48:20,28,995,67,5,92,6,1100
1748944103,2025-06-03 14:48:23,27,1006,58,2,108,6,1100
1748944106,2025-06-03 14:48:26,30,993,74,4,125,6,1100
1748944109,2025-06-03 14:48:29,30,994,33,4,67,6,1100
1748944112,2025-06-03 14:48:32,22,986,79,4,120,6,1100
1748944115,2025-06-03 14:48:35,24,980,57,5,60,6,1100
1748944118,2025-06-03 14:48:38,26,1001,74,4,102,6,1100
1748944121,2025-06-03 14:48:41,22,1004,58,5,143,6,1100
1748944124,2025-06-03 14:48:44,23,984,65,5,148,6,1100
1748944127,2025-06-03 14:48:47,27,1006,58,3,51,6,1100
1748944130,2025-06-03 14:48:50,30,1001,63,1,111,6,1100
1748944133,2025-06-03 14:48:53,26,1001,79,3,58,6,1100
1748944136,2025-06-03 14:48:56,20,1015,55,5,57,6,1100
1748944139,2025-06-03 14:48:59,27,1020,31,4,71,6,1100
1748944142,2025-06-03 14:49:02,25,1011,55,4,115,6,1100
1748944145,2025-06-03 14:49:05,24,1016,70,4,88,6,1100
1748944148,2025-06-03 14:49:08,22,982,49,1,130,6,1100
1748944151,2025-06-03 14:49:11,22,993,45,5,90,6,1100
1748944154,2025-06-03 14:49:14,20,1001,45,1,72,6,1100
1748944157,2025-06-03 14:49:17,24,988,63,4,95,6,1100
1748944160,2025-06-03 14:49:20,30,1011,64,2,62,6,1100
1748944163,2025-06-03 14:49:23,22,998,52,4,77,6,1100
1748944166,2025-06-03 14:49:26,26,980,36,1,127,6,1100
1748944169,2025-06-03 14:49:29,21,991,61,3,148,6,1100
1748944172,2025-06-03 14:49:32,30,999,63,4,85,6,1100
1748944175,2025-06-03 14:49:35,21,1002,37,1,57,6,1100
1748944178,2025-06-03 14:49:38,24,1017,36,3,103,6,1100
1748944181,2025-06-03 14:49:41,20,1001,31,5,59,6,1100
1748944184,2025-06-03 14:49:44,29,985,48,1,128,6,1100
