packet_id,timestamp,temperature,pressure,humidity,density,concentration,run_number,distance_m
1748939625,2025-06-03 13:33:45,29,1000,68,5,97,3,200
1748939628,2025-06-03 13:33:48,24,1017,43,2,134,3,200
1748939631,2025-06-03 13:33:51,26,1002,75,1,61,3,200
1748939634,2025-06-03 13:33:54,28,996,48,2,65,3,200
1748939637,2025-06-03 13:33:57,26,992,39,4,75,3,200
1748939640,2025-06-03 13:34:00,23,985,70,4,127,3,200
1748939643,2025-06-03 13:34:03,30,997,35,2,84,3,200
1748939646,2025-06-03 13:34:06,27,998,54,2,76,3,200
1748939649,2025-06-03 13:34:09,25,1008,39,2,70,3,200
1748939652,2025-06-03 13:34:12,23,990,42,3,106,3,200
1748939655,2025-06-03 13:34:15,24,989,75,5,72,3,200
1748939658,2025-06-03 13:34:18,29,989,37,3,107,3,200
1748939661,2025-06-03 13:34:21,30,1017,73,4,80,3,200
1748939664,2025-06-03 13:34:24,24,1001,70,4,111,3,200
1748939667,2025-06-03 13:34:27,20,1018,69,2,50,3,200
1748939670,2025-06-03 13:34:30,23,987,56,1,120,3,200
1748939673,2025-06-03 13:34:33,27,1006,80,2,61,3,200
1748939676,2025-06-03 13:34:36,28,982,50,3,74,3,200
1748939679,2025-06-03 13:34:39,22,1008,42,5,122,3,200
1748939682,2025-06-03 13:34:42,20,985,52,5,93,3,200
1748939685,2025-06-03 13:34:45,20,985,35,2,105,3,200
1748939688,2025-06-03 13:34:48,28,990,36,1,91,3,200
1748939691,2025-06-03 13:34:51,22,1004,40,1,71,3,200
1748939694,2025-06-03 13:34:54,27,992,65,4,86,3,200
1748939697,2025-06-03 13:34:57,23,1001,70,3,78,3,200
1748939700,2025-06-03 13:35:00,27,1005,74,4,116,3,200
1748939703,2025-06-03 13:35:03,20,998,69,5,140,3,200
1748939706,2025-06-03 13:35:06,25,995,44,1,94,3,200
1748939709,2025-06-03 13:35:09,27,1012,33,3,124,3,200
1748939712,2025-06-03 13:35:12,29,988,64,5,121,3,200
1748939715,2025-06-03 13:35:15,21,1009,79,3,82,3,200
1748939718,2025-06-03 13:35:18,21,992,37,1,142,3,200
1748939721,2025-06-03 13:35:21,26,1011,38,1,133,3,200
1748939724,2025-06-03 13:35:24,25,980,53,4,147,3,200
1748939727,2025-06-03 13:35:27,30,1007,40,4,55,3,200
1748939730,2025-06-03 13:35:30,25,1007,62,2,89,3,200
1748939733,2025-06-03 13:35:33,29,1002,74,4,130,3,200
1748939736,2025-06-03 13:35:36,30,1009,39,1,61,3,200
1748939739,2025-06-03 13:35:39,22,1016,70,3,138,3,200
1748939742,2025-06-03 13:35:42,26,983,54,4,71,3,200
1748939745,2025-06-03 13:35:45,25,1016,68,3,101,3,200
1748939748,2025-06-03 13:35:48,25,1010,56,3,101,3,200
1748939751,2025-06-03 13:35:51,30,1002,32,4,50,3,200
1748939754,2025-06-03 13:35:54,22,991,77,1,86,3,200
1748939757,2025-06-03 13:35:57,21,993,56,5,89,3,200
1748939760,2025-06-03 13:36:00,25,981,69,2,51,3,200
1748939763,2025-06-03 13:36:03,26,999,70,2,115,3,200
1748939766,2025-06-03 13:36:06,29,988,71,5,108,3,200
1748939769,2025-06-03 13:36:09,27,999,56,3,84,3,200
1748939772,2025-06-03 13:36:12,22,990,68,3,78,3,200
1748939775,2025-06-03 13:36:15,22,1008,43,3,84,3,200
1748939778,2025-06-03 13:36:18,29,1008,55,5,94,3,200
1748939781,2025-06-03 13:36:21,20,1007,39,4,127,3,200
1748939784,2025-06-03 13:36:24,27,1001,69,4,138,3,200
1748939787,2025-06-03 13:36:27,29,993,71,3,52,3,200
1748939790,2025-06-03 13:36:30,23,983,73,2,104,3,200
1748939793,2025-06-03 13:36:33,20,1019,34,2,83,3,200
1748939796,2025-06-03 13:36:36,20,995,75,1,75,3,200
1748939799,2025-06-03 13:36:39,22,989,70,2,121,3,200
1748939802,2025-06-03 13:36:42,25,985,36,1,142,3,200
1748939805,2025-06-03 13:36:45,24,1002,36,2,109,3,200
1748939808,2025-06-03 13:36:48,24,1019,65,5,66,3,200
1748939811,2025-06-03 13:36:51,26,1016,31,4,93,3,200
1748939814,2025-06-03 13:36:54,20,1019,59,3,136,3,200
1748939817,2025-06-03 13:36:57,30,1002,69,4,149,3,200
1748939820,2025-06-03 13:37:00,28,985,46,5,70,3,200
1748939823,2025-06-03 13:37:03,23,999,59,4,86,3,200
1748939826,2025-06-03 13:37:06,20,995,79,5,140,3,200
1748939829,2025-06-03 13:37:09,26,1020,62,4,135,3,200
1748939832,2025-06-03 13:37:12,24,1019,47,1,59,3,200
1748939835,2025-06-03 13:37:15,20,999,46,2,86,3,200
1748939838,2025-06-03 13:37:18,20,1010,38,4,114,3,200
1748939841,2025-06-03 13:37:21,23,988,57,2,50,3,200
1748939844,2025-06-03 13:37:24,26,998,56,1,122,3,200
1748939847,2025-06-03 13:37:27,30,1009,75,2,98,3,200
1748939850,2025-06-03 13:37:30,20,996,43,4,118,3,200
1748939853,2025-06-03 13:37:33,23,981,44,1,89,3,200
1748939856,2025-06-03 13:37:36,30,1002,48,5,137,3,200
1748939859,2025-06-03 13:37:39,29,1014,73,5,63,3,200
1748939862,2025-06-03 13:37:42,30,998,40,3,63,3,200
1748939865,2025-06-03 13:37:45,29,986,52,4,59,3,200
1748939868,2025-06-03 13:37:48,30,989,60,5,77,3,200
1748939871,2025-06-03 13:37:51,22,1003,31,1,139,3,200
1748939874,2025-06-03 13:37:54,26,982,80,3,73,3,200
1748939877,2025-06-03 13:37:57,23,1015,56,2,136,3,200
1748939880,2025-06-03 13:38:00,22,992,39,4,110,3,200
1748939883,2025-06-03 13:38:03,25,990,76,4,124,3,200
1748939886,2025-06-03 13:38:06,28,982,39,1,116,3,200
1748939889,2025-06-03 13:38:09,28,1011,76,3,147,3,200
1748939892,2025-06-03 13:38:12,21,1000,35,4,128,3,200
1748939895,2025-06-03 13:38:15,29,991,67,3,102,3,200
1748939898,2025-06-03 13:38:18,21,993,64,5,80,3,200
1748939901,2025-06-03 13:38:21,21,994,61,3,106,3,200
1748939904,2025-06-03 13:38:24,21,1015,43,4,61,3,200
1748939907,2025-06-03 13:38:27,21,996,61,1,133,3,200
1748939910,2025-06-03 13:38:30,28,1015,70,2,139,3,200
1748939913,2025-06-03 13:38:33,27,1011,57,3,57,3,200
1748939916,2025-06-03 13:38:36,20,1009,33,5,107,3,200
1748939919,2025-06-03 13:38:39,29,992,55,3,100,3,200
1748939922,2025-06-03 13:38:42,30,1007,50,1,142,3,200
1748939925,2025-06-03 13:38:45,22,1005,58,5,55,3,200
1748939928,2025-06-03 13:38:48,26,999,61,3,101,3,200
1748939931,2025-06-03 13:38:51,21,1015,68,5,98,3,200
1748939934,2025-06-03 13:38:54,25,1010,70,1,136,3,200
1748939937,2025-06-03 13:38:57,23,992,63,5,146,3,200
1748939940,2025-06-03 13:39:00,23,998,64,1,106,3,200
1748939943,2025-06-03 13:39:03,24,1015,48,2,82,3,200
1748939946,2025-06-03 13:39:06,22,986,59,4,91,3,200
1748939949,2025-06-03 13:39:09,26,1011,65,1,66,3,200
1748939952,2025-06-03 13:39:12,30,1000,76,5,113,3,200
