packet_id,timestamp,temperature,pressure,humidity,density,concentration,crc_ok
1748939304,2025-06-03 13:23:33,25,995,39,4,108,True
1748939307,2025-06-03 13:23:36,28,1010,63,4,86,True
1748939310,2025-06-03 13:23:39,29,1015,57,1,52,True
1748939313,2025-06-03 13:23:42,20,1012,34,3,97,True
1748939316,2025-06-03 13:23:45,26,1000,56,3,137,True
1748939319,2025-06-03 13:23:48,24,1019,41,1,111,True
1748939322,2025-06-03 13:23:51,22,999,45,3,121,True
1748939325,2025-06-03 13:23:54,22,998,42,1,84,True
1748939328,2025-06-03 13:23:57,21,995,74,4,77,True
1748939331,2025-06-03 13:24:00,21,1008,78,5,111,True
1748939334,2025-06-03 13:24:03,28,1015,36,3,53,True
1748939337,2025-06-03 13:24:06,29,1018,51,2,66,True
1748939340,2025-06-03 13:24:09,28,997,44,1,97,True
1748939343,2025-06-03 13:24:12,30,985,54,4,150,True
1748939346,2025-06-03 13:24:15,21,985,39,5,129,True
1748939349,2025-06-03 13:24:18,21,998,75,4,114,True
1748939352,2025-06-03 13:24:21,29,987,59,2,138,True
1748939355,2025-06-03 13:24:24,23,1001,33,2,70,True
1748939358,2025-06-03 13:24:27,22,980,48,2,101,True
1748939361,2025-06-03 13:24:30,24,1000,72,2,58,True
1748939364,2025-06-03 13:24:33,29,1013,63,1,111,True
1748939367,2025-06-03 13:24:36,29,996,38,4,70,True
1748939373,2025-06-03 13:24:42,29,1006,64,1,111,True
1748939376,2025-06-03 13:24:45,29,982,60,4,109,True
1748939379,2025-06-03 13:24:48,27,987,33,5,59,True
1748939382,2025-06-03 13:24:51,29,984,36,2,78,True
1748939385,2025-06-03 13:24:54,27,981,42,4,125,True
1748939388,2025-06-03 13:24:57,20,1006,36,5,108,True
1748939391,2025-06-03 13:25:00,22,1019,40,1,123,True
1748939394,2025-06-03 13:25:03,28,1019,53,4,71,True
1748939397,2025-06-03 13:25:06,27,986,78,2,79,True
1748939421,2025-06-03 13:25:30,24,997,39,2,112,True
1748939424,2025-06-03 13:25:33,28,1017,59,3,67,True
1748939430,2025-06-03 13:25:39,30,981,80,3,72,True
1748939433,2025-06-03 13:25:42,24,995,79,4,57,True
1748939436,2025-06-03 13:25:45,23,987,62,3,83,True
1748939439,2025-06-03 13:25:48,26,987,54,4,100,True
1748939442,2025-06-03 13:25:51,25,1013,42,4,61,True
1748939445,2025-06-03 13:25:54,25,1016,78,3,89,True
1748939448,2025-06-03 13:25:57,30,998,36,1,80,True
1748939451,2025-06-03 13:26:00,26,1018,41,1,127,True
1748939457,2025-06-03 13:26:06,29,997,76,4,61,True
1748939460,2025-06-03 13:26:09,28,984,43,4,102,True
1748939463,2025-06-03 13:26:12,22,990,53,5,95,True
1748939466,2025-06-03 13:26:15,20,981,49,2,64,True
1748939469,2025-06-03 13:26:18,28,1001,64,2,150,True
1748939472,2025-06-03 13:26:21,21,990,57,1,119,True
1748939475,2025-06-03 13:26:24,20,988,75,1,85,True
1748939478,2025-06-03 13:26:27,21,985,66,4,147,True
1748939481,2025-06-03 13:26:30,23,1001,76,2,52,True
1748939484,2025-06-03 13:26:33,24,1005,69,3,100,True
1748939487,2025-06-03 13:26:36,20,1020,48,5,109,True
1748939490,2025-06-03 13:26:39,22,988,38,1,85,True
1748939493,2025-06-03 13:26:42,22,981,68,1,91,True
1748939496,2025-06-03 13:26:45,24,1014,55,2,85,True
1748939502,2025-06-03 13:26:51,27,980,77,5,74,True
1748939505,2025-06-03 13:26:54,20,1010,46,5,96,True
1748939508,2025-06-03 13:26:57,21,1019,50,5,73,True
1748939511,2025-06-03 13:27:00,22,983,36,1,125,True
1748939514,2025-06-03 13:27:03,22,993,38,3,80,True
1748939517,2025-06-03 13:27:06,21,985,71,5,61,True
1748939520,2025-06-03 13:27:09,24,1010,42,5,133,True
1748939523,2025-06-03 13:27:12,29,1003,51,2,54,True
1748939526,2025-06-03 13:27:15,20,994,50,1,125,True
1748939529,2025-06-03 13:27:18,27,1015,59,2,88,True
1748939532,2025-06-03 13:27:21,30,1003,52,5,115,True
1748939535,2025-06-03 13:27:24,24,1002,49,1,108,True
1748939538,2025-06-03 13:27:27,30,994,32,3,100,True
1748939541,2025-06-03 13:27:30,28,1020,56,1,134,True
1748939544,2025-06-03 13:27:33,23,1007,45,1,150,True
1748939547,2025-06-03 13:27:36,25,984,47,1,81,True
1748939550,2025-06-03 13:27:39,28,991,41,2,129,True
1748939553,2025-06-03 13:27:42,30,980,80,2,86,True
1748939556,2025-06-03 13:27:45,23,1008,50,3,60,True
1748939559,2025-06-03 13:27:48,22,987,32,3,60,True
1748939562,2025-06-03 13:27:51,30,1017,77,4,114,True
1748939565,2025-06-03 13:27:54,27,1019,72,5,91,True
1748939568,2025-06-03 13:27:57,27,991,56,1,127,True
1748939571,2025-06-03 13:28:00,26,984,44,4,118,True
1748939574,2025-06-03 13:28:03,24,1017,41,3,74,True
1748939577,2025-06-03 13:28:06,29,998,55,3,89,True
1748939580,2025-06-03 13:28:09,29,980,41,2,50,True
1748939583,2025-06-03 13:28:12,20,991,61,3,148,True
1748939586,2025-06-03 13:28:15,27,993,74,1,52,True
1748939589,2025-06-03 13:28:18,20,1016,46,1,101,True
1748939592,2025-06-03 13:28:21,30,1000,65,2,121,True
1748939595,2025-06-03 13:28:24,30,987,32,2,117,True
1748939598,2025-06-03 13:28:27,27,1000,76,1,112,True
1748939601,2025-06-03 13:28:30,21,985,49,5,124,True
1748939604,2025-06-03 13:28:33,28,994,67,5,145,True
1748939607,2025-06-03 13:28:36,26,980,40,1,125,True
1748939610,2025-06-03 13:28:39,30,1018,36,1,101,True
1748939613,2025-06-03 13:28:42,27,983,44,3,95,True
1748939616,2025-06-03 13:28:45,27,983,33,1,85,True
1748939619,2025-06-03 13:28:48,29,1000,77,2,125,True
1748939622,2025-06-03 13:28:51,30,984,58,4,134,True
1748939625,2025-06-03 13:28:54,29,1000,68,5,97,True
1748939628,2025-06-03 13:28:57,24,1017,43,2,134,True
1748939631,2025-06-03 13:29:00,26,1002,75,1,61,True
1748939634,2025-06-03 13:29:03,28,996,48,2,65,True
1748939637,2025-06-03 13:29:06,26,992,39,4,75,True
1748939640,2025-06-03 13:29:09,23,985,70,4,127,True
1748939643,2025-06-03 13:29:12,30,997,35,2,84,True
1748939646,2025-06-03 13:29:15,27,998,54,2,76,True
1748939670,2025-06-03 13:29:39,23,987,56,1,120,True
1748939673,2025-06-03 13:29:42,27,1006,80,2,61,True
1748939679,2025-06-03 13:29:48,22,1008,42,5,122,True
1748939706,2025-06-03 13:30:15,25,995,44,1,94,True
1748939715,2025-06-03 13:30:24,21,1009,79,3,82,True
1748939721,2025-06-03 13:30:30,26,1011,38,1,133,True
1748939730,2025-06-03 13:30:39,25,1007,62,2,89,True
1748939736,2025-06-03 13:30:45,30,1009,39,1,61,True
1748939748,2025-06-03 13:30:57,25,1010,56,3,101,True
1748939760,2025-06-03 13:31:09,25,981,69,2,51,True
1748939763,2025-06-03 13:31:12,26,999,70,2,115,True
1748939772,2025-06-03 13:31:21,22,990,68,3,78,True
1748939799,2025-06-03 13:31:48,22,989,70,2,121,True
1748939802,2025-06-03 13:31:51,25,985,36,1,142,True
1748939805,2025-06-03 13:31:54,24,1002,36,2,109,True
1748939808,2025-06-03 13:31:57,24,1019,65,5,66,True
1748939811,2025-06-03 13:32:00,26,1016,31,4,93,True
1748939814,2025-06-03 13:32:03,20,1019,59,3,136,True
1748939817,2025-06-03 13:32:06,30,1002,69,4,149,True
1748939820,2025-06-03 13:32:09,28,985,46,5,70,True
1748939823,2025-06-03 13:32:12,23,999,59,4,86,True
1748939826,2025-06-03 13:32:16,20,995,79,5,140,True
1748939829,2025-06-03 13:32:19,26,1020,62,4,135,True
1748939832,2025-06-03 13:32:22,24,1019,47,1,59,True
1748939835,2025-06-03 13:32:25,20,999,46,2,86,True
1748939838,2025-06-03 13:32:28,20,1010,38,4,114,True
1748939841,2025-06-03 13:32:31,23,988,57,2,50,True
1748939844,2025-06-03 13:32:34,26,998,56,1,122,True
1748939847,2025-06-03 13:32:37,30,1009,75,2,98,True
1748939850,2025-06-03 13:32:40,20,996,43,4,118,True
1748939853,2025-06-03 13:32:43,23,981,44,1,89,True
1748939856,2025-06-03 13:32:46,30,1002,48,5,137,True
1748939859,2025-06-03 13:32:49,29,1014,73,5,63,True
1748939862,2025-06-03 13:32:52,30,998,40,3,63,True
1748939874,2025-06-03 13:33:04,26,982,80,3,73,True
1748939877,2025-06-03 13:33:07,23,1015,56,2,136,True
1748939880,2025-06-03 13:33:10,22,992,39,4,110,True
1748939883,2025-06-03 13:33:13,25,990,76,4,124,True
1748939886,2025-06-03 13:33:16,28,982,39,1,116,True
1748939889,2025-06-03 13:33:19,28,1011,76,3,147,True
1748939895,2025-06-03 13:33:25,29,991,67,3,102,True
1748939898,2025-06-03 13:33:28,21,993,64,5,80,True
1748939901,2025-06-03 13:33:31,21,994,61,3,106,True
1748939904,2025-06-03 13:33:34,21,1015,43,4,61,True
1748939907,2025-06-03 13:33:37,21,996,61,1,133,True
1748939910,2025-06-03 13:33:40,28,1015,70,2,139,True
1748939913,2025-06-03 13:33:43,27,1011,57,3,57,True
1748939916,2025-06-03 13:33:46,20,1009,33,5,107,True
1748939919,2025-06-03 13:33:49,29,992,55,3,100,True
1748939922,2025-06-03 13:33:52,30,1007,50,1,142,True
1748939925,2025-06-03 13:33:55,22,1005,58,5,55,True
1748939928,2025-06-03 13:33:58,26,999,61,3,101,True
1748939931,2025-06-03 13:34:01,21,1015,68,5,98,True
1748939934,2025-06-03 13:34:04,25,1010,70,1,136,True
1748939937,2025-06-03 13:34:07,23,992,63,5,146,True
1748939940,2025-06-03 13:34:10,23,998,64,1,106,True
1748939943,2025-06-03 13:34:13,24,1015,48,2,82,True
1748939946,2025-06-03 13:34:16,22,986,59,4,91,True
1748939949,2025-06-03 13:34:19,26,1011,65,1,66,True
1748939952,2025-06-03 13:34:22,30,1000,76,5,113,True
