packet_id,timestamp,temperature,pressure,humidity,density,concentration,crc_ok
1748937113,2025-06-02 22:31:43,29,991,65,3,95,True
1748937116,2025-06-02 22:31:46,28,1015,75,2,106,True
1748937119,2025-06-02 22:31:49,27,1016,71,4,75,True
1748937122,2025-06-02 22:31:52,22,1007,42,1,107,True
1748937125,2025-06-02 22:31:55,23,1005,60,2,109,True
1748937128,2025-06-02 22:31:58,22,987,50,5,109,True
1748937131,2025-06-02 22:32:01,22,987,77,5,106,True
1748937134,2025-06-02 22:32:04,26,990,40,3,73,True
1748937137,2025-06-02 22:32:07,29,1014,44,3,144,True
1748937140,2025-06-02 22:32:10,24,1016,57,3,147,True
1748937143,2025-06-02 22:32:13,30,995,62,2,118,True
1748937146,2025-06-02 22:32:16,29,1019,41,2,113,True
1748937149,2025-06-02 22:32:19,27,1003,67,2,121,True
1748937152,2025-06-02 22:32:22,27,1012,71,2,103,True
1748937155,2025-06-02 22:32:25,23,981,55,2,116,True
1748937158,2025-06-02 22:32:28,29,994,63,4,111,True
1748937161,2025-06-02 22:32:31,22,986,41,3,134,True
1748937164,2025-06-02 22:32:34,29,992,52,2,90,True
1748937167,2025-06-02 22:32:37,27,1000,52,4,76,True
1748937170,2025-06-02 22:32:40,29,1000,38,1,66,True
1748937173,2025-06-02 22:32:43,25,1008,50,4,113,True
1748937176,2025-06-02 22:32:46,29,1011,49,2,116,True
1748937179,2025-06-02 22:32:49,21,1002,78,3,85,True
1748937182,2025-06-02 22:32:52,23,1002,63,1,116,True
1748937185,2025-06-02 22:32:55,30,992,80,4,80,True
1748937188,2025-06-02 22:32:58,21,983,74,2,100,True
1748937191,2025-06-02 22:33:01,20,999,75,5,63,True
1748937194,2025-06-02 22:33:04,30,987,71,5,96,True
1748937197,2025-06-02 22:33:07,24,1006,76,5,118,True
1748937200,2025-06-02 22:33:10,29,1012,73,4,62,True
1748937203,2025-06-02 22:33:13,22,988,62,1,119,True
1748937206,2025-06-02 22:33:16,24,985,49,5,58,True
1748937209,2025-06-02 22:33:19,24,1009,31,4,85,True
1748937212,2025-06-02 22:33:22,24,1007,72,4,94,True
1748937215,2025-06-02 22:33:25,22,1004,37,5,84,True
1748937218,2025-06-02 22:33:28,23,1001,61,2,60,True
1748937221,2025-06-02 22:33:31,27,1017,78,4,115,True
1748937224,2025-06-02 22:33:34,27,990,73,5,126,True
1748937227,2025-06-02 22:33:37,29,996,56,3,100,True
1748937230,2025-06-02 22:33:40,29,994,59,5,57,True
1748937233,2025-06-02 22:33:43,26,984,39,2,50,True
1748937236,2025-06-02 22:33:46,28,1004,75,4,72,True
1748937239,2025-06-02 22:33:49,29,1000,45,5,140,True
1748937242,2025-06-02 22:33:52,22,1002,30,1,79,True
1748937245,2025-06-02 22:33:55,20,1010,59,4,127,True
1748937248,2025-06-02 22:33:58,21,990,74,3,83,True
1748937251,2025-06-02 22:34:01,30,993,52,3,99,True
1748937254,2025-06-02 22:34:04,30,1006,50,4,89,True
1748937257,2025-06-02 22:34:07,29,1016,66,4,60,True
1748937260,2025-06-02 22:34:10,28,1004,46,1,91,True
1748937263,2025-06-02 22:34:13,27,984,54,1,79,True
1748937266,2025-06-02 22:34:16,22,991,35,1,88,True
1748937269,2025-06-02 22:34:19,21,985,45,2,96,True
1748937272,2025-06-02 22:34:22,29,989,61,5,119,True
1748937275,2025-06-02 22:34:25,24,995,65,2,68,True
1748937278,2025-06-02 22:34:28,23,1004,55,4,136,True
1748937281,2025-06-02 22:34:31,20,1017,65,5,100,True
1748937284,2025-06-02 22:34:34,25,993,68,4,73,True
1748937287,2025-06-02 22:34:37,21,1006,49,4,111,True
1748937290,2025-06-02 22:34:40,28,1007,77,2,78,True
1748937293,2025-06-02 22:34:43,20,1007,72,5,134,True
1748937296,2025-06-02 22:34:46,25,992,79,1,58,True
1748937299,2025-06-02 22:34:49,29,989,42,3,75,True
1748937302,2025-06-02 22:34:52,21,981,32,3,143,True
1748937305,2025-06-02 22:34:55,30,1004,50,3,134,True
1748937308,2025-06-02 22:34:58,22,988,69,2,55,True
1748937311,2025-06-02 22:35:01,21,987,38,1,143,True
1748937314,2025-06-02 22:35:04,24,1003,49,1,72,True
1748937317,2025-06-02 22:35:07,20,980,60,1,101,True
1748937320,2025-06-02 22:35:10,27,981,38,1,69,True
1748937323,2025-06-02 22:35:13,23,1004,78,2,102,True
1748937326,2025-06-02 22:35:16,21,1013,74,1,137,True
1748937329,2025-06-02 22:35:19,23,988,57,5,145,True
1748937332,2025-06-02 22:35:22,28,1014,58,2,96,True
1748937335,2025-06-02 22:35:25,26,1010,44,2,110,True
1748937338,2025-06-02 22:35:28,20,1009,62,1,83,True
1748937341,2025-06-02 22:35:31,21,1016,57,2,134,True
1748937344,2025-06-02 22:35:34,29,1020,50,3,91,True
1748937347,2025-06-02 22:35:37,22,1012,31,2,129,True
1748937350,2025-06-02 22:35:40,25,986,61,2,128,True
1748937353,2025-06-02 22:35:43,28,999,41,4,119,True
1748937356,2025-06-02 22:35:46,23,1010,54,4,65,True
1748937359,2025-06-02 22:35:49,28,996,38,4,50,True
1748937362,2025-06-02 22:35:52,24,1012,69,4,89,True
1748937365,2025-06-02 22:35:55,29,1005,39,3,107,True
1748937368,2025-06-02 22:35:58,21,985,30,2,103,True
1748937371,2025-06-02 22:36:01,24,997,43,3,72,True
1748937374,2025-06-02 22:36:04,23,1010,59,2,56,True
1748937377,2025-06-02 22:36:07,22,999,73,2,85,True
1748937380,2025-06-02 22:36:10,22,997,76,4,85,True
1748937383,2025-06-02 22:36:13,21,981,32,4,90,True
1748937386,2025-06-02 22:36:16,28,984,71,4,80,True
1748937389,2025-06-02 22:36:19,24,995,75,3,139,True
1748937392,2025-06-02 22:36:22,26,986,53,2,99,True
1748937395,2025-06-02 22:36:25,28,990,67,4,147,True
1748937398,2025-06-02 22:36:28,24,988,75,1,105,True
1748937401,2025-06-02 22:36:31,20,1003,80,3,141,True
1748937404,2025-06-02 22:36:34,20,1008,78,5,73,True
1748937407,2025-06-02 22:36:37,23,998,76,4,102,True
1748937410,2025-06-02 22:36:40,27,989,72,3,134,True
1748937413,2025-06-02 22:36:43,25,996,62,2,63,True
1748937416,2025-06-02 22:36:46,29,988,32,1,107,True
1748937419,2025-06-02 22:36:49,20,1012,70,2,129,True
1748937422,2025-06-02 22:36:52,27,1003,76,2,51,True
1748937425,2025-06-02 22:36:55,26,982,78,5,93,True
1748937428,2025-06-02 22:36:58,21,1010,64,5,150,True
1748937431,2025-06-02 22:37:01,29,1019,32,4,85,True
1748937434,2025-06-02 22:37:04,20,988,80,5,59,True
1748937437,2025-06-02 22:37:07,26,1007,37,5,71,True
1748937440,2025-06-02 22:37:10,22,989,73,5,84,True
1748937443,2025-06-02 22:37:13,21,998,71,4,78,True
1748937446,2025-06-02 22:37:16,27,990,46,1,106,True
1748937449,2025-06-02 22:37:19,25,1001,36,2,119,True
1748937452,2025-06-02 22:37:22,28,1020,69,3,82,True
1748937455,2025-06-02 22:37:25,28,1003,42,3,78,True
1748937458,2025-06-02 22:37:28,23,1007,80,4,98,True
1748937461,2025-06-02 22:37:31,27,989,40,5,110,True
1748937464,2025-06-02 22:37:34,28,1017,73,2,138,True
1748937467,2025-06-02 22:37:37,23,1009,45,5,106,True
1748937470,2025-06-02 22:37:40,29,1020,55,1,99,True
1748937473,2025-06-02 22:37:43,28,1011,70,3,144,True
1748937476,2025-06-02 22:37:46,20,991,40,2,147,True
1748937479,2025-06-02 22:37:49,25,999,45,5,52,True
1748937482,2025-06-02 22:37:52,30,996,72,1,61,True
1748937485,2025-06-02 22:37:55,30,1000,36,5,69,True
1748937488,2025-06-02 22:37:58,27,1004,63,3,92,True
1748937491,2025-06-02 22:38:01,23,982,52,3,150,True
1748937494,2025-06-02 22:38:04,27,1020,76,3,88,True
1748937497,2025-06-02 22:38:07,22,1019,31,2,119,True
1748937500,2025-06-02 22:38:10,23,1000,56,2,56,True
1748937503,2025-06-02 22:38:13,28,986,77,5,87,True
1748937506,2025-06-02 22:38:16,25,997,75,3,92,True
1748937509,2025-06-02 22:38:19,20,982,34,1,64,True
1748937512,2025-06-02 22:38:22,22,985,74,5,77,True
1748937515,2025-06-02 22:38:25,26,985,66,5,90,True
1748937518,2025-06-02 22:38:28,25,994,43,1,127,True
1748937521,2025-06-02 22:38:31,26,1012,61,5,121,True
1748937524,2025-06-02 22:38:34,20,1000,48,3,133,True
1748937527,2025-06-02 22:38:37,30,1018,74,5,140,True
1748937530,2025-06-02 22:38:40,30,1016,35,4,136,True
1748937533,2025-06-02 22:38:43,23,998,67,5,117,True
1748937536,2025-06-02 22:38:46,27,996,58,2,55,True
1748937539,2025-06-02 22:38:49,25,985,71,2,121,True
1748937542,2025-06-02 22:38:52,25,1008,69,4,99,True
1748937545,2025-06-02 22:38:55,29,1020,72,3,124,True
1748937548,2025-06-02 22:38:58,23,1010,41,1,120,True
1748937551,2025-06-02 22:39:01,22,988,46,4,84,True
1748937554,2025-06-02 22:39:04,20,989,41,2,109,True
1748937557,2025-06-02 22:39:07,28,1016,50,4,125,True
1748937560,2025-06-02 22:39:10,30,1010,77,5,96,True
1748937563,2025-06-02 22:39:13,24,986,75,4,115,True
1748937566,2025-06-02 22:39:16,23,1018,37,3,141,True
1748937569,2025-06-02 22:39:19,22,997,44,4,90,True
1748937572,2025-06-02 22:39:22,29,1007,75,5,135,True
1748937575,2025-06-02 22:39:25,25,999,38,4,147,True
1748937578,2025-06-02 22:39:28,29,1014,39,5,107,True
1748937581,2025-06-02 22:39:31,27,1019,78,3,132,True
1748937584,2025-06-02 22:39:34,23,1011,52,4,100,True
1748937587,2025-06-02 22:39:37,26,993,55,5,59,True
1748937590,2025-06-02 22:39:40,22,993,30,1,55,True
1748937593,2025-06-02 22:39:43,23,991,59,1,114,True
1748937596,2025-06-02 22:39:46,30,992,74,5,112,True
1748937599,2025-06-02 22:39:49,21,1008,33,3,144,True
1748937602,2025-06-02 22:39:52,26,1013,38,5,146,True
1748937605,2025-06-02 22:39:55,27,1006,38,5,144,True
1748937608,2025-06-02 22:39:58,22,994,30,4,67,True
1748937611,2025-06-02 22:40:01,30,981,69,1,128,True
1748937614,2025-06-02 22:40:04,20,1018,70,4,134,True
1748937617,2025-06-02 22:40:07,21,999,59,3,72,True
1748937620,2025-06-02 22:40:10,23,1002,76,4,82,True
1748937623,2025-06-02 22:40:13,29,986,64,1,118,True
1748937626,2025-06-02 22:40:16,22,990,37,5,146,True
1748937629,2025-06-02 22:40:19,26,1018,36,4,70,True
1748937632,2025-06-02 22:40:22,30,1006,40,1,118,True
1748937635,2025-06-02 22:40:25,25,1002,65,4,147,True
1748937638,2025-06-02 22:40:28,22,989,48,4,81,True
1748937641,2025-06-02 22:40:31,24,1012,61,4,142,True
1748937644,2025-06-02 22:40:34,28,997,80,1,68,True
1748937647,2025-06-02 22:40:37,24,980,37,4,139,True
1748937650,2025-06-02 22:40:40,26,980,44,2,119,True
1748937653,2025-06-02 22:40:43,25,1013,65,1,102,True
1748937656,2025-06-02 22:40:46,24,1012,37,5,128,True
1748937659,2025-06-02 22:40:49,23,1014,75,4,87,True
1748937662,2025-06-02 22:40:52,25,987,58,1,149,True
1748937665,2025-06-02 22:40:55,29,980,38,3,56,True
1748937668,2025-06-02 22:40:58,29,1011,31,2,69,True
1748937671,2025-06-02 22:41:01,30,980,79,4,111,True
1748937674,2025-06-02 22:41:04,26,1013,36,5,146,True
1748937677,2025-06-02 22:41:07,29,1016,42,5,89,True
1748937680,2025-06-02 22:41:10,21,1019,48,5,54,True
1748937683,2025-06-02 22:41:13,30,1000,33,1,110,True
1748937686,2025-06-02 22:41:16,27,1008,53,5,64,True
1748937689,2025-06-02 22:41:19,22,986,31,3,55,True
1748937692,2025-06-02 22:41:22,23,1018,58,2,52,True
1748937695,2025-06-02 22:41:25,20,983,32,5,55,True
1748937698,2025-06-02 22:41:28,22,1018,38,2,100,True
1748937701,2025-06-02 22:41:31,22,1010,30,4,61,True
1748937704,2025-06-02 22:41:34,28,1012,53,5,136,True
1748937707,2025-06-02 22:41:37,23,982,40,5,144,True
1748937710,2025-06-02 22:41:40,20,983,61,2,86,True
1748937713,2025-06-02 22:41:43,23,990,60,3,77,True
1748937716,2025-06-02 22:41:46,29,1011,47,4,92,True
1748937719,2025-06-02 22:41:49,26,994,54,4,133,True
1748937722,2025-06-02 22:41:52,29,1010,38,1,94,True
1748937725,2025-06-02 22:41:55,24,992,58,5,74,True
1748937728,2025-06-02 22:41:58,26,1005,53,2,148,True
1748937731,2025-06-02 22:42:01,22,985,47,5,133,True
1748937734,2025-06-02 22:42:04,22,1007,33,4,70,True
1748937737,2025-06-02 22:42:07,24,1015,31,4,93,True
