packet_id,timestamp,temperature,pressure,humidity,density,concentration,crc_ok
1748936148,2025-06-02 22:17:51,28,986,69,5,104,True
1748936151,2025-06-02 22:17:54,27,1017,60,1,124,True
1748936154,2025-06-02 22:17:57,21,986,35,5,55,True
1748936157,2025-06-02 22:18:00,21,1016,46,3,78,True
1748936160,2025-06-02 22:18:03,30,993,67,4,131,True
1748936163,2025-06-02 22:18:06,28,998,61,4,50,True
1748936166,2025-06-02 22:18:09,20,1009,69,1,123,True
1748936169,2025-06-02 22:18:12,30,1007,66,4,136,True
1748936172,2025-06-02 22:18:15,30,980,58,3,148,True
1748936175,2025-06-02 22:18:18,29,994,68,1,61,True
1748936178,2025-06-02 22:18:21,20,982,73,2,69,True
1748936181,2025-06-02 22:18:24,21,1009,38,2,113,True
1748936184,2025-06-02 22:18:27,27,1003,44,4,84,True
1748936187,2025-06-02 22:18:30,30,1010,32,2,115,True
1748936190,2025-06-02 22:18:33,23,983,53,5,61,True
1748936193,2025-06-02 22:18:36,29,986,69,3,95,True
1748936196,2025-06-02 22:18:39,20,991,50,2,95,True
1748936199,2025-06-02 22:18:42,22,986,78,1,141,True
1748936202,2025-06-02 22:18:45,30,1014,76,3,50,True
1748936205,2025-06-02 22:18:48,26,1005,30,3,52,True
1748936209,2025-06-02 22:18:51,23,989,79,2,129,True
1748936212,2025-06-02 22:18:54,28,987,49,5,74,True
1748936215,2025-06-02 22:18:57,30,998,69,1,66,True
1748936218,2025-06-02 22:19:00,30,995,67,3,113,True
1748936221,2025-06-02 22:19:03,26,1003,57,3,53,True
1748936224,2025-06-02 22:19:06,30,1005,42,2,113,True
1748936227,2025-06-02 22:19:09,29,995,67,2,70,True
1748936230,2025-06-02 22:19:12,28,983,52,4,84,True
1748936233,2025-06-02 22:19:15,21,980,63,5,66,True
1748936236,2025-06-02 22:19:18,23,986,39,1,78,True
1748936239,2025-06-02 22:19:21,23,1007,52,4,112,True
1748936242,2025-06-02 22:19:24,23,1018,74,2,121,True
1748936245,2025-06-02 22:19:27,23,999,37,2,124,True
1748936248,2025-06-02 22:19:30,21,1013,78,2,54,True
1748936251,2025-06-02 22:19:33,24,999,54,4,69,True
1748936254,2025-06-02 22:19:36,28,983,80,1,139,True
1748936257,2025-06-02 22:19:39,28,1017,43,2,59,True
1748936260,2025-06-02 22:19:42,28,1016,55,4,147,True
1748936263,2025-06-02 22:19:45,28,1006,45,2,104,True
1748936266,2025-06-02 22:19:48,20,986,30,5,54,True
1748936269,2025-06-02 22:19:51,24,981,50,1,53,True
1748936272,2025-06-02 22:19:54,29,988,67,5,88,True
1748936275,2025-06-02 22:19:57,27,1017,61,1,115,True
1748936278,2025-06-02 22:20:00,24,1019,47,2,124,True
1748936281,2025-06-02 22:20:03,24,988,75,2,77,True
1748936284,2025-06-02 22:20:06,27,1014,39,5,132,True
1748936287,2025-06-02 22:20:09,24,1010,74,5,114,True
1748936290,2025-06-02 22:20:12,21,985,45,4,119,True
1748936293,2025-06-02 22:20:15,24,980,46,4,107,True
1748936296,2025-06-02 22:20:18,30,1013,56,3,64,True
1748936299,2025-06-02 22:20:21,20,984,77,5,142,True
1748936302,2025-06-02 22:20:24,26,1014,66,5,68,True
1748936305,2025-06-02 22:20:27,21,1008,63,2,79,True
1748936308,2025-06-02 22:20:30,29,996,63,5,102,True
1748936311,2025-06-02 22:20:33,26,992,75,2,71,True
1748936314,2025-06-02 22:20:36,25,1011,42,5,128,True
1748936317,2025-06-02 22:20:39,25,1014,74,5,131,True
1748936320,2025-06-02 22:20:42,25,1012,30,3,64,True
1748936323,2025-06-02 22:20:45,23,1014,69,2,101,True
1748936326,2025-06-02 22:20:48,30,992,65,3,66,True
1748936329,2025-06-02 22:20:51,26,999,55,2,61,True
1748936332,2025-06-02 22:20:54,29,993,35,4,78,True
1748936335,2025-06-02 22:20:57,25,991,79,5,92,True
1748936338,2025-06-02 22:21:00,28,1015,35,4,112,True
1748936341,2025-06-02 22:21:03,22,999,50,5,89,True
1748936344,2025-06-02 22:21:06,22,1008,63,1,98,True
1748936347,2025-06-02 22:21:09,26,1001,36,5,62,True
1748936350,2025-06-02 22:21:12,25,995,57,5,112,True
1748936353,2025-06-02 22:21:15,23,997,36,3,97,True
1748936356,2025-06-02 22:21:18,23,1012,47,2,91,True
1748936359,2025-06-02 22:21:21,29,992,65,2,57,True
1748936362,2025-06-02 22:21:24,20,985,78,4,63,True
1748936365,2025-06-02 22:21:27,21,1007,76,2,131,True
1748936368,2025-06-02 22:21:30,30,1014,45,3,106,True
1748936371,2025-06-02 22:21:33,24,995,37,3,136,True
1748936374,2025-06-02 22:21:36,25,1007,55,2,145,True
1748936377,2025-06-02 22:21:39,22,983,30,2,66,True
1748936380,2025-06-02 22:21:42,25,992,43,3,68,True
1748936383,2025-06-02 22:21:45,21,1019,30,4,73,True
1748936386,2025-06-02 22:21:48,24,1005,33,3,127,True
1748936389,2025-06-02 22:21:51,24,1007,75,4,111,True
1748936392,2025-06-02 22:21:54,29,994,34,2,54,True
1748936395,2025-06-02 22:21:57,23,1015,44,5,128,True
1748936398,2025-06-02 22:22:00,26,1015,77,1,135,True
1748936401,2025-06-02 22:22:03,30,1016,63,4,58,True
1748936404,2025-06-02 22:22:06,20,998,45,2,65,True
1748936407,2025-06-02 22:22:09,28,1004,73,4,141,True
1748936410,2025-06-02 22:22:12,23,1009,66,4,149,True
1748936413,2025-06-02 22:22:15,30,1011,49,5,68,True
1748936416,2025-06-02 22:22:18,23,1002,30,1,106,True
1748936419,2025-06-02 22:22:21,22,996,66,3,69,True
1748936422,2025-06-02 22:22:24,25,990,46,3,137,True
1748936425,2025-06-02 22:22:27,25,1007,53,5,146,True
1748936428,2025-06-02 22:22:30,25,993,45,3,116,True
1748936431,2025-06-02 22:22:33,30,993,75,3,145,True
1748936434,2025-06-02 22:22:36,20,1002,75,3,91,True
1748936437,2025-06-02 22:22:39,24,991,67,5,81,True
1748936440,2025-06-02 22:22:42,20,1006,60,4,97,True
1748936443,2025-06-02 22:22:45,24,1005,74,1,64,True
1748936446,2025-06-02 22:22:48,21,986,41,4,65,True
1748936449,2025-06-02 22:22:51,20,985,41,5,113,True
1748936452,2025-06-02 22:22:54,27,992,75,4,55,True
1748936455,2025-06-02 22:22:57,25,1014,67,4,72,True
1748936458,2025-06-02 22:23:00,23,1018,35,2,86,True
1748936461,2025-06-02 22:23:03,30,1017,72,3,101,True
1748936464,2025-06-02 22:23:06,28,983,64,5,142,True
1748936467,2025-06-02 22:23:09,27,985,68,3,97,True
1748936470,2025-06-02 22:23:12,28,1018,65,2,59,True
1748936473,2025-06-02 22:23:15,23,1016,78,2,58,True
1748936476,2025-06-02 22:23:18,20,1010,35,1,85,True
1748936479,2025-06-02 22:23:21,25,1011,54,5,89,True
1748936482,2025-06-02 22:23:24,28,983,46,1,79,True
1748936485,2025-06-02 22:23:27,26,985,63,4,67,True
1748936488,2025-06-02 22:23:30,27,1009,71,5,118,True
1748936491,2025-06-02 22:23:33,22,984,60,1,86,True
1748936494,2025-06-02 22:23:36,26,993,64,1,111,True
1748936497,2025-06-02 22:23:39,22,1011,59,3,137,True
1748936500,2025-06-02 22:23:42,24,985,59,5,64,True
1748936503,2025-06-02 22:23:45,22,1006,80,3,131,True
1748936506,2025-06-02 22:23:48,23,1020,63,2,51,True
1748936509,2025-06-02 22:23:51,20,1015,72,4,95,True
1748936512,2025-06-02 22:23:54,24,1018,56,3,105,True
1748936515,2025-06-02 22:23:57,25,1002,53,4,95,True
1748936518,2025-06-02 22:24:00,27,995,52,5,108,True
1748936521,2025-06-02 22:24:03,20,1006,61,4,117,True
1748936524,2025-06-02 22:24:06,22,1005,52,5,95,True
1748936527,2025-06-02 22:24:09,20,991,52,2,60,True
1748936530,2025-06-02 22:24:12,29,991,41,1,140,True
1748936533,2025-06-02 22:24:15,23,1020,39,5,149,True
1748936536,2025-06-02 22:24:18,20,993,54,5,96,True
1748936539,2025-06-02 22:24:21,29,1000,32,5,114,True
1748936542,2025-06-02 22:24:24,30,993,58,4,63,True
1748936545,2025-06-02 22:24:27,27,1002,74,1,104,True
1748936548,2025-06-02 22:24:30,24,991,50,5,117,True
1748936551,2025-06-02 22:24:33,28,999,49,3,87,True
1748936554,2025-06-02 22:24:36,23,998,39,1,72,True
1748936557,2025-06-02 22:24:39,23,1000,45,4,104,True
1748936560,2025-06-02 22:24:42,23,1004,41,4,70,True
1748936563,2025-06-02 22:24:45,20,1012,52,2,100,True
1748936566,2025-06-02 22:24:48,28,980,49,2,70,True
1748936569,2025-06-02 22:24:51,23,1000,31,1,76,True
1748936572,2025-06-02 22:24:54,21,1018,52,1,123,True
1748936575,2025-06-02 22:24:57,25,1001,34,4,65,True
1748936581,2025-06-02 22:25:03,22,984,37,4,139,True
1748936584,2025-06-02 22:25:06,24,1008,39,5,100,True
1748936587,2025-06-02 22:25:09,21,1016,40,3,120,True
1748936590,2025-06-02 22:25:12,28,980,52,2,132,True
1748936593,2025-06-02 22:25:15,22,998,39,5,141,True
1748936596,2025-06-02 22:25:18,24,988,59,1,142,True
1748936599,2025-06-02 22:25:21,27,1003,54,5,61,True
1748936602,2025-06-02 22:25:24,27,981,71,2,150,True
1748936605,2025-06-02 22:25:27,24,1009,44,5,141,True
1748936608,2025-06-02 22:25:30,23,1015,36,1,131,True
1748936611,2025-06-02 22:25:33,20,1019,51,2,89,True
1748936614,2025-06-02 22:25:36,25,1015,61,5,83,True
1748936617,2025-06-02 22:25:39,20,993,46,3,149,True
1748936620,2025-06-02 22:25:42,21,996,42,4,53,True
1748936623,2025-06-02 22:25:45,26,1004,75,2,116,True
1748936626,2025-06-02 22:25:48,21,992,39,3,134,True
1748936629,2025-06-02 22:25:51,30,980,43,4,60,True
1748936632,2025-06-02 22:25:54,23,990,78,2,56,True
1748936635,2025-06-02 22:25:57,22,990,75,4,123,True
1748936638,2025-06-02 22:26:00,27,986,50,2,91,True
1748936641,2025-06-02 22:26:03,23,990,59,2,56,True
1748936644,2025-06-02 22:26:06,24,1007,43,4,113,True
1748936647,2025-06-02 22:26:09,21,1010,52,2,142,True
1748936650,2025-06-02 22:26:12,25,989,52,2,88,True
1748936653,2025-06-02 22:26:15,28,1004,55,5,143,True
1748936656,2025-06-02 22:26:18,25,1013,68,5,136,True
1748936659,2025-06-02 22:26:21,20,1016,53,2,103,True
1748936662,2025-06-02 22:26:24,30,1016,71,1,93,True
1748936665,2025-06-02 22:26:27,27,1017,42,1,51,True
1748936668,2025-06-02 22:26:30,30,1004,34,2,141,True
1748936671,2025-06-02 22:26:33,29,984,55,2,59,True
1748936674,2025-06-02 22:26:36,20,986,30,5,76,True
1748936677,2025-06-02 22:26:39,20,983,63,3,118,True
1748936680,2025-06-02 22:26:42,28,985,54,5,116,True
